"B28003_001E","B28003_001M","B28003_002E","B28003_002M","B28003_003E","B28003_003M","B28003_004E","B28003_004M","B28003_005E","B28003_005M","B28003_006E","B28003_006M","GEO_ID","NAME"
"157557","1279","139153","1554","2603","657","121587","1758","14963","893","18404","1073","0500000US01097","Mobile County, Alabama"
"8050","422","4970","463","75","86","3820","417","1075","255","3080","405","0500000US01099","Monroe County, Alabama"
"89511","971","80347","1105","115","67","73357","1144","6875","640","9164","620","0500000US01101","Montgomery County, Alabama"
"46388","695","40251","834","131","74","35403","970","4717","685","6137","544","0500000US01103","Morgan County, Alabama"
"3140","252","1810","245","54","58","1578","244","178","109","1330","230","0500000US01105","Perry County, Alabama"
"7731","311","6205","330","35","26","5402","326","768","192","1526","230","0500000US01107","Pickens County, Alabama"
"11700","560","9363","544","22","16","8182","570","1159","344","2337","310","0500000US01109","Pike County, Alabama"
"8655","330","7537","342","123","91","6453","379","961","176","1118","182","0500000US01111","Randolph County, Alabama"
"23694","494","20760","607","19","25","17224","704","3517","558","2934","475","0500000US01113","Russell County, Alabama"
"32765","584","29714","748","205","115","26629","732","2880","475","3051","469","0500000US01115","St. Clair County, Alabama"
"80756","685","76886","790","122","69","72707","861","4057","475","3870","490","0500000US01117","Shelby County, Alabama"
"5355","229","4130","256","2","3","3375","272","753","183","1225","198","0500000US01119","Sumter County, Alabama"
"31741","558","27218","711","28","26","24492","658","2698","437","4523","493","0500000US01121","Talladega County, Alabama"
"16359","523","14147","540","26","24","12508","594","1613","331","2212","358","0500000US01123","Tallapoosa County, Alabama"
"74713","808","67390","945","97","66","60718","991","6575","715","7323","687","0500000US01125","Tuscaloosa County, Alabama"
"25440","444","21840","506","51","40","19241","573","2548","343","3600","304","0500000US01127","Walker County, Alabama"
"5830","318","4805","330","24","29","4027","320","754","174","1025","198","0500000US01129","Washington County, Alabama"
"3961","214","2908","196","46","40","2465","203","397","103","1053","192","0500000US01131","Wilcox County, Alabama"
"9612","329","7921","295","23","20","6732","361","1166","268","1691","224","0500000US01133","Winston County, Alabama"
"988","143","874","133","0","10","572","99","302","62","114","32","0500000US02013","Aleutians East Borough, Alaska"
"1306","199","1199","194","2","2","988","158","209","53","107","39","0500000US02016","Aleutians West Census Area, Alaska"
"106970","777","103456","914","135","60","97894","1086","5427","622","3514","494","0500000US02020","Anchorage Municipality, Alaska"
"4499","160","4041","158","2","3","3289","163","750","83","458","68","0500000US02050","Bethel Census Area, Alaska"
"284","51","264","47","0","10","230","40","34","17","20","10","0500000US02060","Bristol Bay Borough, Alaska"
"2310","162","2226","159","0","14","2003","178","223","118","84","61","0500000US02063","Chugach Census Area, Alaska"
"1063","125","971","126","0","10","809","113","162","64","92","34","0500000US02066","Copper River Census Area, Alaska"
"726","336","694","327","0","10","612","299","82","50","32","21","0500000US02068","Denali Borough, Alaska"
"1430","89","1307","89","0","10","1040","86","267","34","123","25","0500000US02070","Dillingham Census Area, Alaska"
"36199","770","34962","798","274","145","31435","887","3253","586","1237","310","0500000US02090","Fairbanks North Star Borough, Alaska"
"917","116","891","112","2","3","792","97","97","66","26","15","0500000US02100","Haines Borough, Alaska"
"755","82","608","71","0","10","456","63","152","29","147","34","0500000US02105","Hoonah-Angoon Census Area, Alaska"
"12878","274","12255","334","10","13","11691","355","554","160","623","186","0500000US02110","Juneau City and Borough, Alaska"
"21781","390","20275","456","179","75","18029","481","2067","261","1506","238","0500000US02122","Kenai Peninsula Borough, Alaska"
"5299","134","4943","141","9","10","4561","149","373","74","356","64","0500000US02130","Ketchikan Gateway Borough, Alaska"
"4231","195","3848","238","0","16","3611","232","237","94","383","135","0500000US02150","Kodiak Island Borough, Alaska"
"1750","89","1423","96","0","14","1139","87","284","54","327","48","0500000US02158","Kusilvak Census Area, Alaska"
"366","144","323","126","0","10","251","103","72","27","43","24","0500000US02164","Lake and Peninsula Borough, Alaska"
"31964","336","30451","383","133","57","28051","396","2267","176","1513","215","0500000US02170","Matanuska-Susitna Borough, Alaska"
"2777","132","2588","116","0","16","2170","98","418","50","189","39","0500000US02180","Nome Census Area, Alaska"
"1991","226","1749","219","0","14","1422","182","327","86","242","67","0500000US02185","North Slope Borough, Alaska"
"1795","76","1579","75","0","14","1401","79","178","30","216","30","0500000US02188","Northwest Arctic Borough, Alaska"
"1204","96","1130","90","1","2","962","86","167","57","74","27","0500000US02195","Petersburg Borough, Alaska"
"2353","87","2054","94","0","14","1612","89","442","55","299","59","0500000US02198","Prince of Wales-Hyder Census Area, Alaska"
"3572","128","3343","129","18","17","3015","131","310","76","229","56","0500000US02220","Sitka City and Borough, Alaska"
"411","82","400","79","0","10","366","78","34","13","11","7","0500000US02230","Skagway Municipality, Alaska"
"2287","114","2052","130","6","8","1589","135","457","91","235","59","0500000US02240","Southeast Fairbanks Census Area, Alaska"
"989","94","870","85","0","10","794","79","76","31","119","46","0500000US02275","Wrangell City and Borough, Alaska"
"221","36","202","36","2","2","182","36","18","8","19","10","0500000US02282","Yakutat City and Borough, Alaska"
"1857","84","1347","87","4","3","843","83","500","58","510","49","0500000US02290","Yukon-Koyukuk Census Area, Alaska"
"21505","420","13033","446","118","45","8620","422","4295","331","8472","377","0500000US04001","Apache County, Arizona"
"50917","825","46179","839","117","54","42068","902","3994","508","4738","523","0500000US04003","Cochise County, Arizona"
"49016","859","45164","842","204","121","38722","822","6238","581","3852","427","0500000US04005","Coconino County, Arizona"
"22523","597","19347","636","82","83","16021","573","3244","377","3176","425","0500000US04007","Gila County, Arizona"
"11348","319","10187","344","0","28","8805","355","1382","232","1161","209","0500000US04009","Graham County, Arizona"
"3295","200","3125","205","4","10","2810","225","311","120","170","76","0500000US04011","Greenlee County, Arizona"
"9928","443","8489","492","43","45","6314","550","2132","435","1439","289","0500000US04012","La Paz County, Arizona"
"1596784","3938","1514373","4804","3775","519","1406367","5629","104231","3165","82411","2218","0500000US04013","Maricopa County, Arizona"
"90413","1147","81397","1212","401","153","74107","1172","6889","691","9016","778","0500000US04015","Mohave County, Arizona"
"36406","822","29482","770","458","194","23257","618","5767","609","6924","449","0500000US04017","Navajo County, Arizona"
"410942","1914","384857","2217","1146","206","359573","2247","24138","1226","26085","1215","0500000US04019","Pima County, Arizona"
"148435","1525","138121","1829","253","86","128195","1908","9673","783","10314","1020","0500000US04021","Pinal County, Arizona"
"16049","355","13926","434","63","44","12276","470","1587","304","2123","355","0500000US04023","Santa Cruz County, Arizona"
"101245","988","93139","1259","592","173","85459","1371","7088","687","8106","810","0500000US04025","Yavapai County, Arizona"
"74624","1047","66250","1241","188","84","59893","1251","6169","736","8374","755","0500000US04027","Yuma County, Arizona"
"7416","273","6189","277","0","19","5244","264","945","206","1227","181","0500000US05001","Arkansas County, Arkansas"
"7716","261","5946","304","20","21","4922","338","1004","259","1770","249","0500000US05003","Ashley County, Arkansas"
"18727","414","16786","450","185","93","14393","503","2208","361","1941","297","0500000US05005","Baxter County, Arkansas"
"99661","734","93711","939","198","94","77547","1254","15966","1014","5950","619","0500000US05007","Benton County, Arkansas"
"15043","333","13508","387","55","46","12355","470","1098","308","1535","248","0500000US05009","Boone County, Arkansas"
"4233","225","3472","252","8","12","2919","273","545","175","761","141","0500000US05011","Bradley County, Arkansas"
"1754","146","1434","153","13","19","1175","153","246","101","320","76","0500000US05013","Calhoun County, Arkansas"
"11079","413","9781","477","29","33","8148","437","1604","319","1298","253","0500000US05015","Carroll County, Arkansas"
"4052","186","3287","209","0","19","2817","203","470","108","765","145","0500000US05017","Chicot County, Arkansas"
"8336","347","6995","405","2","3","5912","372","1081","224","1341","250","0500000US05019","Clark County, Arkansas"
"6476","219","5233","244","33","25","4616","267","584","115","1243","160","0500000US05021","Clay County, Arkansas"
"10882","357","9419","397","29","21","8376","431","1014","250","1463","243","0500000US05023","Cleburne County, Arkansas"
"3170","162","2679","166","51","50","2037","173","591","140","491","106","0500000US05025","Cleveland County, Arkansas"
"8456","438","6267","468","14","24","5507","479","746","193","2189","304","0500000US05027","Columbia County, Arkansas"
"8491","285","7027","358","8","10","5920","396","1099","254","1464","223","0500000US05029","Conway County, Arkansas"
"42203","589","37992","823","23","27","34199","876","3770","532","4211","654","0500000US05031","Craighead County, Arkansas"
"24065","446","20896","531","128","94","18274","578","2494","404","3169","362","0500000US05033","Crawford County, Arkansas"
"19021","351","16394","422","48","33","15151","453","1195","239","2627","294","0500000US05035","Crittenden County, Arkansas"
"6568","228","5476","236","0","19","4938","275","538","140","1092","164","0500000US05037","Cross County, Arkansas"
"2992","219","2242","208","3","4","1807","187","432","115","750","158","0500000US05039","Dallas County, Arkansas"
"5059","253","4140","251","7","12","3179","285","954","182","919","173","0500000US05041","Desha County, Arkansas"
"7207","309","6135","293","11","19","5113","366","1011","223","1072","202","0500000US05043","Drew County, Arkansas"
"45091","604","41525","690","53","43","37799","745","3673","367","3566","438","0500000US05045","Faulkner County, Arkansas"
"6671","339","5409","392","70","58","4452","340","887","228","1262","253","0500000US05047","Franklin County, Arkansas"
"5014","281","4159","313","5","8","2696","324","1458","290","855","175","0500000US05049","Fulton County, Arkansas"
"40906","687","37287","753","71","69","32663","839","4553","562","3619","513","0500000US05051","Garland County, Arkansas"
"7049","214","6203","278","7","11","5544","285","652","156","846","235","0500000US05053","Grant County, Arkansas"
"17587","317","15895","364","7","10","14220","424","1668","298","1692","242","0500000US05055","Greene County, Arkansas"
"8100","412","6759","403","3","6","6060","422","696","172","1341","244","0500000US05057","Hempstead County, Arkansas"
"12515","365","10446","466","8","12","8755","454","1683","323","2069","310","0500000US05059","Hot Spring County, Arkansas"
"5271","217","4497","263","20","22","3802","291","675","175","774","199","0500000US05061","Howard County, Arkansas"
"14325","383","11995","452","69","53","8663","450","3263","410","2330","383","0500000US05063","Independence County, Arkansas"
"4911","276","4114","250","54","45","2370","225","1690","246","797","158","0500000US05065","Izard County, Arkansas"
"6241","268","5141","287","18","19","4431","279","692","156","1100","177","0500000US05067","Jackson County, Arkansas"
"26630","582","22917","612","46","38","17602","697","5269","556","3713","424","0500000US05069","Jefferson County, Arkansas"
"9792","252","7986","318","42","39","6266","366","1678","298","1806","256","0500000US05071","Johnson County, Arkansas"
"2898","186","2231","217","17","20","1786","209","428","112","667","121","0500000US05073","Lafayette County, Arkansas"
"6584","229","5593","270","8","8","4864","286","721","145","991","143","0500000US05075","Lawrence County, Arkansas"
"3202","211","2446","203","35","41","2054","231","357","93","756","144","0500000US05077","Lee County, Arkansas"
"3598","493","2890","440","6","9","1910","402","974","156","708","163","0500000US05079","Lincoln County, Arkansas"
"5292","279","4569","319","36","43","3821","326","712","166","723","159","0500000US05081","Little River County, Arkansas"
"8359","304","7277","293","18","16","5920","336","1339","315","1082","161","0500000US05083","Logan County, Arkansas"
"27218","400","24690","433","53","54","22504","526","2133","361","2528","270","0500000US05085","Lonoke County, Arkansas"
"6045","287","5118","305","13","15","4325","284","780","198","927","179","0500000US05087","Madison County, Arkansas"
"6918","354","6163","362","120","124","5440","363","603","195","755","189","0500000US05089","Marion County, Arkansas"
"16237","355","14147","400","0","26","12718","432","1429","270","2090","329","0500000US05091","Miller County, Arkansas"
"16623","453","14155","463","22","27","12438","435","1695","277","2468","343","0500000US05093","Mississippi County, Arkansas"
"3234","200","2539","206","7","8","2188","212","344","101","695","127","0500000US05095","Monroe County, Arkansas"
"3706","219","3088","258","27","32","2540","242","521","126","618","150","0500000US05097","Montgomery County, Arkansas"
"3188","294","2548","286","0","17","2125","292","423","130","640","187","0500000US05099","Nevada County, Arkansas"
"2996","207","2432","202","65","56","1930","217","437","129","564","113","0500000US05101","Newton County, Arkansas"
"9487","456","7249","418","13","18","6569","432","667","190","2238","312","0500000US05103","Ouachita County, Arkansas"
"3700","205","3016","197","46","52","2657","193","313","94","684","155","0500000US05105","Perry County, Arkansas"
"7561","358","5926","392","0","19","5257","426","669","192","1635","271","0500000US05107","Phillips County, Arkansas"
"4215","174","3428","194","8","12","2970","172","450","111","787","117","0500000US05109","Pike County, Arkansas"
"9567","262","8119","300","49","40","7237","315","833","168","1448","225","0500000US05111","Poinsett County, Arkansas"
"8114","295","7063","376","84","66","5962","350","1017","228","1051","213","0500000US05113","Polk County, Arkansas"
"22863","587","20665","594","59","43","18007","564","2599","391","2198","355","0500000US05115","Pope County, Arkansas"
"3755","161","3280","187","23","24","2450","181","807","137","475","104","0500000US05117","Prairie County, Arkansas"
"161652","1374","146067","1610","299","114","130737","1844","15031","1382","15585","1023","0500000US05119","Pulaski County, Arkansas"
"7294","304","5884","278","43","35","4921","248","920","229","1410","261","0500000US05121","Randolph County, Arkansas"
"9313","338","7917","368","10","18","5926","441","1981","320","1396","233","0500000US05123","St. Francis County, Arkansas"
"45098","587","41862","648","114","68","38495","820","3253","602","3236","436","0500000US05125","Saline County, Arkansas"
"4114","208","3431","230","8","13","2599","215","824","154","683","139","0500000US05127","Scott County, Arkansas"
"3235","171","2526","210","17","19","1947","224","562","128","709","152","0500000US05129","Searcy County, Arkansas"
"52026","567","46552","848","62","54","40919","1017","5571","619","5474","616","0500000US05131","Sebastian County, Arkansas"
"5690","244","4846","297","12","14","4385","296","449","121","844","182","0500000US05133","Sevier County, Arkansas"
"7315","342","6218","387","84","75","4402","327","1732","262","1097","227","0500000US05135","Sharp County, Arkansas"
"4866","304","3794","312","40","42","2403","308","1351","268","1072","246","0500000US05137","Stone County, Arkansas"
"15855","405","12147","489","20","23","10429","501","1698","294","3708","370","0500000US05139","Union County, Arkansas"
"7220","292","6096","313","145","75","4786","328","1165","252","1124","188","0500000US05141","Van Buren County, Arkansas"
"89094","747","82617","956","257","90","72559","1264","9801","990","6477","694","0500000US05143","Washington County, Arkansas"
"28903","527","25605","543","42","34","22808","600","2755","487","3298","356","0500000US05145","White County, Arkansas"
"3002","176","2143","188","0","17","1731","212","412","102","859","147","0500000US05147","Woodruff County, Arkansas"
"7797","264","6292","304","0","23","5784","296","508","152","1505","236","0500000US05149","Yell County, Arkansas"
"573174","1395","546213","1729","802","167","519077","2122","26334","1087","26961","1148","0500000US06001","Alameda County, California"
"397","79","383","80","14","17","344","76","25","14","14","9","0500000US06003","Alpine County, California"
"14844","451","13420","527","132","78","12318","510","970","265","1424","379","0500000US06005","Amador County, California"
"83879","885","78843","980","255","93","73173","1150","5415","615","5036","444","0500000US06007","Butte County, California"
"16958","557","15508","623","121","75","14208","635","1179","288","1450","390","0500000US06009","Calaveras County, California"
"7329","163","6411","261","17","19","5882","267","512","142","918","219","0500000US06011","Colusa County, California"
"398299","1065","383121","1431","610","179","369068","1715","13443","879","15178","1125","0500000US06013","Contra Costa County, California"
"9805","313","8995","362","27","30","8144","346","824","184","810","165","0500000US06015","Del Norte County, California"
"73078","874","68711","959","113","53","64627","920","3971","432","4367","540","0500000US06017","El Dorado County, California"
"310097","1237","282462","1583","739","231","253643","1827","28080","1357","27635","1051","0500000US06019","Fresno County, California"
"10216","234","8728","341","40","28","7508","380","1180","277","1488","284","0500000US06021","Glenn County, California"
"54120","782","49898","879","119","54","45937","998","3842","470","4222","506","0500000US06023","Humboldt County, California"
"45768","812","40640","1019","102","65","37087","1065","3451","516","5128","664","0500000US06025","Imperial County, California"
"7954","238","7315","259","12","14","6573","266","730","151","639","148","0500000US06027","Inyo County, California"
"273556","1327","246713","2123","638","218","226213","2325","19862","1288","26843","1613","0500000US06029","Kern County, California"
"43604","423","40258","554","54","53","35992","694","4212","518","3346","366","0500000US06031","Kings County, California"
"25508","604","22716","711","104","97","20431","785","2181","388","2792","508","0500000US06033","Lake County, California"
"9172","356","8102","384","84","39","7448","382","570","165","1070","182","0500000US06035","Lassen County, California"
"3332504","5051","3117826","6612","6303","625","2877599","8251","233924","4621","214678","3523","0500000US06037","Los Angeles County, California"
"44479","505","40975","613","115","54","37418","699","3442","449","3504","448","0500000US06039","Madera County, California"
"104900","669","100776","801","186","69","97244","893","3346","457","4124","483","0500000US06041","Marin County, California"
"7846","409","6966","422","106","63","6166","433","694","179","880","223","0500000US06043","Mariposa County, California"
"34164","680","30362","824","206","77","27955","766","2201","392","3802","470","0500000US06045","Mendocino County, California"
"81306","615","75256","783","231","109","70275","883","4750","554","6050","586","0500000US06047","Merced County, California"
"3594","237","3020","225","0","19","2683","230","337","167","574","140","0500000US06049","Modoc County, California"
"5196","538","4935","499","15","19","4606","507","314","160","261","124","0500000US06051","Mono County, California"
"128003","965","119149","1135","236","113","111430","1227","7483","558","8854","551","0500000US06053","Monterey County, California"
"48484","532","46130","629","115","56","43493","637","2522","342","2354","304","0500000US06055","Napa County, California"
"40917","714","38379","836","124","67","35701","839","2554","436","2538","467","0500000US06057","Nevada County, California"
"1040001","2374","1000100","3149","1939","315","952538","3447","45623","1806","39901","1725","0500000US06059","Orange County, California"
"145714","730","139747","837","245","129","131850","1023","7652","650","5967","478","0500000US06061","Placer County, California"
"8332","278","7585","255","59","48","6766","297","760","213","747","188","0500000US06063","Plumas County, California"
"736413","2254","695607","2691","1130","191","652184","3065","42293","1621","40806","1450","0500000US06065","Riverside County, California"
"547519","1431","521451","1847","1309","225","491972","2434","28170","1238","26068","1332","0500000US06067","Sacramento County, California"
"18389","178","17597","236","33","22","16718","285","846","204","792","152","0500000US06069","San Benito County, California"
"640090","1894","605924","2044","1035","241","556158","2859","48731","1951","34166","1150","0500000US06071","San Bernardino County, California"
"1130703","2942","1084258","3167","1717","278","1032825","3530","49716","1846","46445","1592","0500000US06073","San Diego County, California"
"362141","1924","341485","2131","630","158","322130","2164","18725","1296","20656","913","0500000US06075","San Francisco County, California"
"231092","1027","215243","1248","494","172","197511","1310","17238","935","15849","946","0500000US06077","San Joaquin County, California"
"106244","958","100753","1074","331","117","94312","1113","6110","776","5491","604","0500000US06079","San Luis Obispo County, California"
"263351","1075","253104","1358","414","129","242474","1456","10216","734","10247","762","0500000US06081","San Mateo County, California"
"148309","891","139680","1076","605","143","132201","1267","6874","683","8629","645","0500000US06083","Santa Barbara County, California"
"635314","1803","613536","2150","956","181","588649","2426","23931","1122","21778","1092","0500000US06085","Santa Clara County, California"
"96275","747","90830","905","172","83","86252","992","4406","566","5445","575","0500000US06087","Santa Cruz County, California"
"70845","699","65315","796","253","77","59642","897","5420","610","5530","502","0500000US06089","Shasta County, California"
"1250","155","1047","152","2","6","944","155","101","71","203","93","0500000US06091","Sierra County, California"
"19195","407","17251","429","170","79","15626","439","1455","248","1944","216","0500000US06093","Siskiyou County, California"
"151191","723","144544","805","214","89","137943","919","6387","641","6647","525","0500000US06095","Solano County, California"
"188958","873","179469","1257","686","193","170728","1475","8055","739","9489","849","0500000US06097","Sonoma County, California"
"174826","884","161524","1293","364","109","150047","1473","11113","811","13302","996","0500000US06099","Stanislaus County, California"
"32586","259","29546","381","101","51","27548","473","1897","302","3040","317","0500000US06101","Sutter County, California"
"24661","418","22003","450","177","79","19467","639","2359","513","2658","355","0500000US06103","Tehama County, California"
"5896","227","4939","299","40","50","4146","319","753","212","957","215","0500000US06105","Trinity County, California"
"139044","793","126289","1147","242","111","111828","1238","14219","1009","12755","856","0500000US06107","Tulare County, California"
"22937","637","20847","719","181","74","18947","726","1719","363","2090","371","0500000US06109","Tuolumne County, California"
"271639","1129","253828","1601","534","126","241751","1800","11543","749","17811","1179","0500000US06111","Ventura County, California"
"74614","619","70543","719","76","55","66600","830","3867","453","4071","500","0500000US06113","Yolo County, California"
"26434","401","24249","486","87","57","22531","533","1631","261","2185","371","0500000US06115","Yuba County, California"
"167290","666","158393","967","363","109","146908","1229","11122","774","8897","742","0500000US08001","Adams County, Colorado"
"6240","225","5443","276","26","34","4799","292","618","206","797","124","0500000US08003","Alamosa County, Colorado"
"241889","982","232751","1164","475","116","220731","1421","11545","806","9138","639","0500000US08005","Arapahoe County, Colorado"
"5736","321","5377","341","11","18","4862","349","504","141","359","109","0500000US08007","Archuleta County, Colorado"
"1728","73","1467","86","0","12","1284","96","183","48","261","59","0500000US08009","Baca County, Colorado"
"1879","160","1584","155","0","17","1416","150","168","77","295","97","0500000US08011","Bent County, Colorado"
"127365","706","122790","804","220","93","117175","858","5395","472","4575","498","0500000US08013","Boulder County, Colorado"
"27199","281","26610","316","56","42","25565","372","989","214","589","141","0500000US08014","Broomfield County, Colorado"
"8650","387","7665","452","79","65","6981","462","605","232","985","347","0500000US08015","Chaffee County, Colorado"
"804","115","728","110","0","12","676","105","52","25","76","27","0500000US08017","Cheyenne County, Colorado"
"4378","271","4126","289","51","60","3755","302","320","163","252","109","0500000US08019","Clear Creek County, Colorado"
"3222","133","2578","148","27","18","2200","141","351","71","644","97","0500000US08021","Conejos County, Colorado"
"1620","119","1376","125","4","5","1203","130","169","57","244","60","0500000US08023","Costilla County, Colorado"
"1421","198","1188","152","7","11","1102","157","79","30","233","98","0500000US08025","Crowley County, Colorado"
"2310","224","2155","209","14","17","1805","194","336","168","155","108","0500000US08027","Custer County, Colorado"
"12277","328","10634","422","230","110","9214","414","1190","240","1643","342","0500000US08029","Delta County, Colorado"
"287756","1205","273207","1629","563","152","255731","1766","16913","1148","14549","904","0500000US08031","Denver County, Colorado"
"930","154","827","166","7","10","608","140","212","95","103","50","0500000US08033","Dolores County, Colorado"
"121492","589","119602","671","140","56","117191","724","2271","317","1890","335","0500000US08035","Douglas County, Colorado"
"18667","549","18281","565","21","23","17264","643","996","276","386","159","0500000US08037","Eagle County, Colorado"
"8816","133","8502","144","18","15","8074","187","410","144","314","76","0500000US08039","Elbert County, Colorado"
"262780","1215","251499","1303","835","218","240811","1334","9853","687","11281","815","0500000US08041","El Paso County, Colorado"
"17449","600","15655","684","41","38","14283","622","1331","310","1794","328","0500000US08043","Fremont County, Colorado"
"21586","354","20380","434","27","26","18938","494","1415","317","1206","198","0500000US08045","Garfield County, Colorado"
"2860","227","2762","269","0","17","2630","274","132","99","98","105","0500000US08047","Gilpin County, Colorado"
"6315","451","5875","485","0","19","5673","480","202","119","440","129","0500000US08049","Grand County, Colorado"
"6824","387","6484","345","70","47","5878","374","536","203","340","162","0500000US08051","Gunnison County, Colorado"
"376","74","351","70","0","12","323","69","28","16","25","14","0500000US08053","Hinsdale County, Colorado"
"3057","249","2530","240","17","18","2104","239","409","145","527","131","0500000US08055","Huerfano County, Colorado"
"635","95","539","83","0","12","502","87","37","32","96","64","0500000US08057","Jackson County, Colorado"
"229007","821","219091","991","696","137","209952","1151","8443","693","9916","608","0500000US08059","Jefferson County, Colorado"
