"B28003_001E","B28003_001M","B28003_002E","B28003_002M","B28003_003E","B28003_003M","B28003_004E","B28003_004M","B28003_005E","B28003_005M","B28003_006E","B28003_006M","GEO_ID","NAME"
"18766","832","9286","644","0","200","6923","747","2363","448","9480","804","0500000US04001","Apache County, Arizona"
"47653","1785","40321","1677","307","180","35856","1852","4158","828","7332","1191","0500000US04003","Cochise County, Arizona"
"46919","1682","39796","1857","215","183","34220","2002","5361","999","7123","983","0500000US04005","Coconino County, Arizona"
"1458064","8145","1267312","9588","7513","1101","1129205","10678","130594","5299","190752","6605","0500000US04013","Maricopa County, Arizona"
"81292","2858","66750","3089","718","323","58894","2937","7138","1254","14542","1761","0500000US04015","Mohave County, Arizona"
"33236","1993","23372","1624","161","131","18690","1408","4521","810","9864","1169","0500000US04017","Navajo County, Arizona"
"389737","4510","342197","4643","2860","738","297714","4964","41623","2955","47540","2977","0500000US04019","Pima County, Arizona"
"132176","3596","109356","4065","811","437","92999","3396","15546","1976","22820","2705","0500000US04021","Pinal County, Arizona"
"90584","2671","78359","2767","393","302","69381","2675","8585","1849","12225","1552","0500000US04025","Yavapai County, Arizona"
"70593","1932","55031","2192","343","189","49548","2375","5140","935","15562","1705","0500000US04027","Yuma County, Arizona"
"86232","1851","75858","2119","276","203","54951","2426","20631","1995","10374","1528","0500000US05007","Benton County, Arkansas"
"38548","1519","32582","1708","113","211","27797","1714","4672","1009","5966","1297","0500000US05031","Craighead County, Arkansas"
"42782","1340","36366","1797","308","256","30435","1797","5623","1107","6416","1199","0500000US05045","Faulkner County, Arkansas"
"39045","1871","31383","2092","400","281","26696","2005","4287","972","7662","1314","0500000US05051","Garland County, Arkansas"
"28494","1190","21436","1688","370","285","13289","1378","7777","1398","7058","1236","0500000US05069","Jefferson County, Arkansas"
"26688","630","23303","1057","358","264","18909","1060","4036","1102","3385","857","0500000US05085","Lonoke County, Arkansas"
"152045","3168","125228","3217","1094","596","104414","3857","19720","2810","26817","2416","0500000US05119","Pulaski County, Arkansas"
"41587","1329","35375","1775","234","196","30786","2077","4355","1195","6212","1104","0500000US05125","Saline County, Arkansas"
"48779","1344","36955","1957","193","156","30742","1843","6020","1576","11824","1853","0500000US05131","Sebastian County, Arkansas"
"81600","2060","69758","2833","973","619","56426","2802","12359","1958","11842","1708","0500000US05143","Washington County, Arkansas"
"29146","1266","23564","1611","152","184","18965","1542","4447","1046","5582","1150","0500000US05145","White County, Arkansas"
"563601","3221","514509","3935","2875","904","469495","5019","42139","3498","49092","2802","0500000US06001","Alameda County, California"
"85366","2243","73982","2507","1150","484","66614","2827","6218","1335","11384","1442","0500000US06007","Butte County, California"
"387936","2538","357507","3785","1479","483","332706","4045","23322","2705","30429","2653","0500000US06013","Contra Costa County, California"
"65804","2074","59576","2220","911","493","54140","2300","4525","937","6228","1050","0500000US06017","El Dorado County, California"
"297993","2670","248489","3673","2696","789","211100","4671","34693","2974","49504","2941","0500000US06019","Fresno County, California"
"53195","1629","46926","1757","471","351","41209","1671","5246","900","6269","928","0500000US06023","Humboldt County, California"
"43635","1807","34814","1996","203","210","29020","1815","5591","1305","8821","1244","0500000US06025","Imperial County, California"
"261135","3167","209724","4100","1631","592","181205","4119","26888","2873","51411","3347","0500000US06029","Kern County, California"
"41596","1204","33851","1700","175","150","28486","1775","5190","1142","7745","1437","0500000US06031","Kings County, California"
"27636","1399","21419","1565","501","263","18155","1687","2763","806","6217","1060","0500000US06033","Lake County, California"
"3269112","9173","2839858","10586","18257","1907","2514137","10090","307464","8979","429254","7810","0500000US06037","Los Angeles County, California"
"42895","1483","34995","1717","410","272","29225","1966","5360","1128","7900","1023","0500000US06039","Madera County, California"
"103509","1605","95945","2006","349","221","91809","2201","3787","1078","7564","1405","0500000US06041","Marin County, California"
"33464","1373","27309","1604","934","517","22508","1465","3867","905","6155","1088","0500000US06045","Mendocino County, California"
"79255","1242","66354","2130","614","416","53360","2494","12380","1912","12901","1590","0500000US06047","Merced County, California"
"123920","2014","100563","2437","849","388","87312","2754","12402","1627","23357","1933","0500000US06053","Monterey County, California"
"50516","980","45559","1499","497","240","41465","1521","3597","743","4957","1143","0500000US06055","Napa County, California"
"40186","1663","35967","1681","449","237","32512","1768","3006","751","4219","1000","0500000US06057","Nevada County, California"
"1018862","4601","941601","5590","8250","1346","870301","5905","63050","3609","77261","4294","0500000US06059","Orange County, California"
"136239","1940","124033","2580","1618","669","114788","2653","7627","1375","12206","1643","0500000US06061","Placer County, California"
"700584","5496","619562","5961","5040","1071","555072","6141","59450","3233","81022","4152","0500000US06065","Riverside County, California"
"523353","4122","472274","4318","3124","722","414601","4516","54549","4007","51079","3209","0500000US06067","Sacramento County, California"
"617066","3823","532923","4914","3427","710","459849","5895","69647","4087","84143","3997","0500000US06071","San Bernardino County, California"
"1100858","5824","1006321","7378","3854","912","940436","8432","62031","3854","94537","4198","0500000US06073","San Diego County, California"
"353406","4278","315303","4590","1275","624","289190","4897","24838","2752","38103","2942","0500000US06075","San Francisco County, California"
"221874","2448","185555","3477","3985","1040","161214","4063","20356","2337","36319","2744","0500000US06077","San Joaquin County, California"
"102645","2529","91967","2824","1179","525","84997","3054","5791","1259","10678","1829","0500000US06079","San Luis Obispo County, California"
"257473","3008","237473","3417","1245","439","220186","4068","16042","2317","20000","2032","0500000US06081","San Mateo County, California"
"142912","2222","123930","2771","1043","498","111510","3021","11377","1668","18982","1929","0500000US06083","Santa Barbara County, California"
"622068","3481","580174","4238","2850","624","546302","5099","31022","2637","41894","3018","0500000US06085","Santa Clara County, California"
"96127","1984","86811","2422","460","283","80386","2756","5965","1426","9316","1486","0500000US06087","Santa Cruz County, California"
"68542","1701","57504","1795","759","383","49911","1908","6834","1271","11038","1285","0500000US06089","Shasta County, California"
"145313","2017","130204","2507","557","324","120073","2679","9574","1293","15109","1734","0500000US06095","Solano County, California"
"190875","2224","174111","2751","2123","689","155185","3833","16803","2535","16764","1908","0500000US06097","Sonoma County, California"
"169038","2079","145452","3168","1240","494","129452","3452","14760","1748","23586","2413","0500000US06099","Stanislaus County, California"
"31634","919","28094","1118","205","193","24977","1273","2912","909","3540","685","0500000US06101","Sutter County, California"
"132742","1975","97883","3071","1902","713","80882","3087","15099","1818","34859","2733","0500000US06107","Tulare County, California"
"269869","2443","242845","3296","1234","431","223254","3226","18357","1980","27024","2269","0500000US06111","Ventura County, California"
"72228","1198","65710","1715","613","391","57653","2132","7444","1284","6518","1160","0500000US06113","Yolo County, California"
"25732","1030","22740","1185","167","134","20184","1331","2389","777","2992","653","0500000US06115","Yuba County, California"
"159422","1625","142349","2167","1004","376","118860","2521","22485","2540","17073","1807","0500000US08001","Adams County, Colorado"
"232763","1920","217138","2619","3099","744","195668","2845","18371","1842","15625","1675","0500000US08005","Arapahoe County, Colorado"
"123690","1731","117319","2076","324","231","106177","2503","10818","1669","6371","1201","0500000US08013","Boulder County, Colorado"
"281928","3071","249106","3700","1940","847","216706","4188","30460","3024","32822","2768","0500000US08031","Denver County, Colorado"
"108135","1429","105141","1462","656","333","101406","1739","3079","884","2994","709","0500000US08035","Douglas County, Colorado"
"245158","2541","225116","3258","2064","742","209261","3159","13791","1794","20042","2125","0500000US08041","El Paso County, Colorado"
"224502","1859","207585","2221","2024","582","188413","3055","17148","2295","16917","1650","0500000US08059","Jefferson County, Colorado"
"125165","2296","115964","2693","1444","471","105657","2760","8863","1278","9201","1376","0500000US08069","Larimer County, Colorado"
"59703","1228","51955","1882","619","440","46688","2091","4648","1097","7748","1716","0500000US08077","Mesa County, Colorado"
"63385","1488","53443","1706","1125","534","42463","1911","9855","1283","9942","1329","0500000US08101","Pueblo County, Colorado"
"96803","1090","87143","1522","1178","451","76337","1802","9628","1288","9660","1120","0500000US08123","Weld County, Colorado"
"338421","3209","304462","3775","1388","506","282986","3802","20088","2093","33959","2600","0500000US09001","Fairfield County, Connecticut"
"346525","2718","300031","3705","2690","777","273143","4250","24198","2615","46494","3422","0500000US09003","Hartford County, Connecticut"
"73572","1623","64030","1825","766","383","59548","1924","3716","926","9542","1168","0500000US09005","Litchfield County, Connecticut"
"67106","1737","59335","1888","278","218","55793","2176","3264","1014","7771","1462","0500000US09007","Middlesex County, Connecticut"
"326050","3364","272662","4089","1314","457","246912","4269","24436","2239","53388","2918","0500000US09009","New Haven County, Connecticut"
"105504","2194","92325","2597","537","301","85191","2756","6597","1247","13179","1643","0500000US09011","New London County, Connecticut"
"53984","1573","49519","1625","191","160","45770","1679","3558","835","4465","727","0500000US09013","Tolland County, Connecticut"
"44655","1277","39090","1308","191","157","33748","1407","5151","999","5565","843","0500000US09015","Windham County, Connecticut"
"61270","1561","53410","2050","434","284","47139","2157","5837","1151","7860","1307","0500000US10001","Kent County, Delaware"
"202204","2248","171203","2813","1085","510","150866","3385","19252","2372","31001","2170","0500000US10003","New Castle County, Delaware"
"86269","2800","73436","2837","762","322","61839","2698","10835","1577","12833","1620","0500000US10005","Sussex County, Delaware"
"277378","3304","235511","3585","1185","586","201634","3497","32692","2848","41867","2665","0500000US11001","District of Columbia, District of Columbia"
"97215","2598","84403","3041","829","505","76889","3047","6685","1166","12812","1748","0500000US12001","Alachua County, Florida"
"66024","2279","56744","2332","231","188","49950","2401","6563","1376","9280","1437","0500000US12005","Bay County, Florida"
"225226","4224","198734","4427","1479","645","177410","4382","19845","2735","26492","2370","0500000US12009","Brevard County, Florida"
"665192","6069","584282","5972","3172","878","521912","6310","59198","3735","80910","4293","0500000US12011","Broward County, Florida"
"75234","2770","65105","2902","617","313","57355","2858","7133","1507","10129","1533","0500000US12015","Charlotte County, Florida"
"60315","2314","50598","2287","671","337","46051","2231","3876","1043","9717","1567","0500000US12017","Citrus County, Florida"
"70307","1930","64975","2049","681","423","57105","2429","7189","1656","5332","1023","0500000US12019","Clay County, Florida"
"133162","4540","118858","4434","754","390","103505","3808","14599","2150","14304","1640","0500000US12021","Collier County, Florida"
"23825","1067","19810","1215","83","110","17042","1338","2685","718","4015","709","0500000US12023","Columbia County, Florida"
"340985","5203","289605","5052","2378","863","253868","4953","33359","3483","51380","3600","0500000US12031","Duval County, Florida"
"115094","2902","99300","3041","696","490","89616","2955","8988","1683","15794","1467","0500000US12033","Escambia County, Florida"
"36798","1740","32997","1673","137","132","30141","1659","2719","823","3801","964","0500000US12035","Flagler County, Florida"
"70558","2235","60630","2426","667","372","53697","2612","6266","1195","9928","1515","0500000US12053","Hernando County, Florida"
"39288","1852","31124","2102","420","283","24254","2113","6450","1367","8164","1357","0500000US12055","Highlands County, Florida"
"489603","4839","430939","5781","1265","410","384821","5993","44853","3453","58664","3794","0500000US12057","Hillsborough County, Florida"
"55618","2767","47218","2313","418","274","42430","2385","4370","941","8400","1643","0500000US12061","Indian River County, Florida"
"117696","3377","101136","3447","1438","744","88916","3402","10782","1906","16560","2011","0500000US12069","Lake County, Florida"
"263295","5727","228255","5679","4811","1189","196988","4967","26456","2548","35040","3236","0500000US12071","Lee County, Florida"
"112145","2444","102711","2728","555","334","88961","2795","13195","2013","9434","1391","0500000US12073","Leon County, Florida"
"137695","3244","121233","3624","633","334","100924","3550","19676","2204","16462","2040","0500000US12081","Manatee County, Florida"
"132275","3319","106371","3767","2115","1082","92882","3660","11374","1713","25904","2729","0500000US12083","Marion County, Florida"
"62518","2518","54798","2592","397","293","49363","2444","5038","1016","7720","1244","0500000US12085","Martin County, Florida"
"843887","6164","700667","6089","3741","1177","597688","7120","99238","4729","143220","5099","0500000US12086","Miami-Dade County, Florida"
"28065","2156","24412","1696","132","134","19455","1652","4825","887","3653","1043","0500000US12087","Monroe County, Florida"
"28336","1249","24945","1191","345","401","22335","1370","2265","847","3391","722","0500000US12089","Nassau County, Florida"
"73277","2045","63570","2271","498","254","57204","2443","5868","1195","9707","1564","0500000US12091","Okaloosa County, Florida"
"444543","5348","402135","6115","1338","598","358875","6445","41922","3913","42408","3822","0500000US12095","Orange County, Florida"
"89328","4418","59291","3361","222","216","51875","3163","7194","1450","30037","3797","0500000US12097","Osceola County, Florida"
"538246","5900","468024","5275","3430","882","416927","5718","47667","3060","70222","4229","0500000US12099","Palm Beach County, Florida"
"186999","3669","156238","4061","996","414","139437","3602","15805","1911","30761","2700","0500000US12101","Pasco County, Florida"
"402575","4433","335894","5338","2854","649","299784","5102","33256","2719","66681","3790","0500000US12103","Pinellas County, Florida"
"218286","4691","175461","4754","1124","461","138887","4422","35450","3201","42825","3598","0500000US12105","Polk County, Florida"
"26580","1655","20510","1780","293","189","16064","1560","4153","1135","6070","1314","0500000US12107","Putnam County, Florida"
"81309","2279","74545","2336","434","354","69572","2588","4539","1243","6764","1518","0500000US12109","St. Johns County, Florida"
"108771","3837","92362","3486","843","781","82056","3753","9463","1995","16409","2757","0500000US12111","St. Lucie County, Florida"
"56085","1940","51202","2007","578","314","43694","2220","6930","1686","4883","1016","0500000US12113","Santa Rosa County, Florida"
"175881","3578","156934","3623","824","421","142396","3820","13714","1756","18947","1870","0500000US12115","Sarasota County, Florida"
"148732","3313","140157","3512","700","290","132225","3674","7232","1232","8575","1366","0500000US12117","Seminole County, Florida"
"50209","2340","43584","2275","1449","683","37526","2317","4609","1301","6625","1248","0500000US12119","Sumter County, Florida"
"200729","3954","173407","3824","1194","533","146207","3865","26006","2504","27322","2308","0500000US12127","Volusia County, Florida"
"22508","1140","19417","1272","172","174","16599","1143","2646","698","3091","735","0500000US13013","Barrow County, Georgia"
"37742","846","32052","1508","336","281","29461","1585","2255","654","5690","1419","0500000US13015","Bartow County, Georgia"
"56135","1766","43941","1987","49","59","35873","1878","8019","1303","12194","1711","0500000US13021","Bibb County, Georgia"
"25844","1682","21571","1716","0","211","14891","1318","6680","1378","4273","983","0500000US13031","Bulloch County, Georgia"
"38875","1541","32889","1824","123","147","27416","1947","5350","1246","5986","1265","0500000US13045","Carroll County, Georgia"
"23476","1289","19535","1456","175","219","17206","1616","2154","823","3941","1039","0500000US13047","Catoosa County, Georgia"
"106188","2293","93746","2598","367","266","83303","2671","10076","1512","12442","1390","0500000US13051","Chatham County, Georgia"
"81991","1330","77147","1821","521","308","71638","2095","4988","1521","4844","1317","0500000US13057","Cherokee County, Georgia"
"44016","1901","37813","2182","213","286","31640","2158","5960","1357","6203","1410","0500000US13059","Clarke County, Georgia"
"88538","2223","77782","2732","360","308","61927","3158","15495","2191","10756","1580","0500000US13063","Clayton County, Georgia"
"271686","3118","254708","4002","1008","574","232315","4759","21385","2598","16978","2560","0500000US13067","Cobb County, Georgia"
"45371","1704","41360","1719","145","173","33417","2175","7798","1919","4011","995","0500000US13073","Columbia County, Georgia"
"49546","795","44009","1412","115","136","37813","1655","6081","1375","5537","1112","0500000US13077","Coweta County, Georgia"
"266307","3560","238666","3708","1188","543","205867","3743","31611","3241","27641","2467","0500000US13089","DeKalb County, Georgia"
"35539","1222","26582","1618","135","148","23140","1668","3307","750","8957","1177","0500000US13095","Dougherty County, Georgia"
"47687","1470","43082","1767","50","87","37410","1808","5622","1264","4605","1031","0500000US13097","Douglas County, Georgia"
"38945","1157","35652","1228","0","211","34371","1375","1281","511","3293","905","0500000US13113","Fayette County, Georgia"
"36177","1151","29301","1577","309","261","27093","1698","1899","587","6876","1153","0500000US13115","Floyd County, Georgia"
"66429","1307","61852","1436","86","104","59046","1399","2720","698","4577","1023","0500000US13117","Forsyth County, Georgia"
"381990","4537","334999","4787","1185","448","291731","4798","42083","3451","46991","3102","0500000US13121","Fulton County, Georgia"
"32361","1486","28325","1486","48","82","25257","1624","3020","944","4036","893","0500000US13127","Glynn County, Georgia"
"278652","3287","259456","3820","888","494","232414","4392","26154","3091","19196","2222","0500000US13135","Gwinnett County, Georgia"
"63383","1392","52869","2007","134","143","46358","2216","6377","1360","10514","1478","0500000US13139","Hall County, Georgia"
"68524","1931","63568","2113","159","199","56131","2363","7278","1561","4956","1089","0500000US13151","Henry County, Georgia"
"53519","1966","43004","2430","75","90","36493","2373","6436","1421","10515","1819","0500000US13153","Houston County, Georgia"
"22096","962","19546","1069","38","55","16657","1231","2851","867","2550","701","0500000US13179","Liberty County, Georgia"
"38547","1509","33005","1715","130","116","27021","1766","5854","1035","5542","1135","0500000US13185","Lowndes County, Georgia"
"74339","2252","62088","2486","152","116","51259","2355","10677","1513","12251","1658","0500000US13215","Muscogee County, Georgia"
"35923","1285","31545","1659","50","78","28127","1792","3368","1176","4378","1120","0500000US13217","Newton County, Georgia"
"50248","1100","45857","1701","362","354","41758","1779","3737","1067","4391","1283","0500000US13223","Paulding County, Georgia"
"71031","2402","56260","2617","440","277","44183","2809","11637","1809","14771","1955","0500000US13245","Richmond County, Georgia"
"29707","1045","26351","1447","123","161","21496","1596","4732","1236","3356","995","0500000US13247","Rockdale County, Georgia"
"23942","1175","19441","1396","85","120","16737","1517","2619","732","4501","958","0500000US13285","Troup County, Georgia"
"25458","1163","18742","1648","315","301","15310","1557","3117","997","6716","1233","0500000US13295","Walker County, Georgia"
"30355","865","25913","1250","232","207","23128","1432","2553","942","4442","1071","0500000US13297","Walton County, Georgia"
"36388","1271","27667","1844","601","411","24786","1812","2280","857","8721","1476","0500000US13313","Whitfield County, Georgia"
"65178","2313","53731","2467","935","513","46557","2584","6239","1411","11447","1732","0500000US15001","Hawaii County, Hawaii"
"309002","3046","274527","3831","1030","329","254583","4031","18914","1849","34475","2418","0500000US15003","Honolulu County, Hawaii"
"22234","1084","19206","1156","617","374","16328","1073","2261","635","3028","735","0500000US15007","Kauai County, Hawaii"
"54303","1731","46579","1994","259","168","42021","2119","4299","1068","7724","1219","0500000US15009","Maui County, Hawaii"
"159896","2139","147582","2831","1584","794","122427","3359","23571","3243","12314","1764","0500000US16001","Ada County, Idaho"
"30240","1059","26406","1300","254","223","22397","1444","3755","881","3834","928","0500000US16005","Bannock County, Idaho"
"36420","1274","31794","1504","343","243","28412","1635","3039","813","4626","837","0500000US16019","Bonneville County, Idaho"
"66791","1419","57289","2082","977","499","46657","2204","9655","1475","9502","1710","0500000US16027","Canyon County, Idaho"
"56177","1638","48842","2230","178","169","42744","2339","5920","1560","7335","1588","0500000US16055","Kootenai County, Idaho"
"29482","955","25161","1340","568","424","21610","1248","2983","768","4321","984","0500000US16083","Twin Falls County, Idaho"
"27657","693","22108","971","171","161","18977","1036","2960","739","5549","784","0500000US17001","Adams County, Illinois"
"81347","2015","72077","2583","258","188","63859","2715","7960","1433","9270","1479","0500000US17019","Champaign County, Illinois"
"1938055","6932","1617111","9695","11480","1384","1409908","9121","195723","6197","320944","7063","0500000US17031","Cook County, Illinois"
"36965","1489","33928","1540","119","110","31175","1496","2634","689","3037","710","0500000US17037","DeKalb County, Illinois"
"338548","2333","311607","2548","1536","530","283856","3818","26215","2914","26941","2140","0500000US17043","DuPage County, Illinois"
"172350","2628","155765","2972","622","502","144273","3410","10870","1626","16585","1991","0500000US17089","Kane County, Illinois"
"40732","1060","34786","1203","242","175","30225","1260","4319","979","5946","877","0500000US17091","Kankakee County, Illinois"
"39923","1051","37712","1418","145","207","35043","2112","2524","1573","2211","867","0500000US17093","Kendall County, Illinois"
"240673","2379","217826","2741","1077","374","205415","2776","11334","1468","22847","2216","0500000US17097","Lake County, Illinois"
"42956","1370","35416","1513","510","285","31944","1503","2962","605","7540","1092","0500000US17099","LaSalle County, Illinois"
"109417","1737","100266","1868","595","340","94806","1933","4865","950","9151","1453","0500000US17111","McHenry County, Illinois"
"66361","1198","58566","1765","588","388","51016","1838","6962","1157","7795","1243","0500000US17113","McLean County, Illinois"
"44063","1494","36051","1916","180","127","31763","1709","4108","867","8012","1305","0500000US17115","Macon County, Illinois"
"106253","2204","88961","2841","537","302","81335","2815","7089","1045","17292","1878","0500000US17119","Madison County, Illinois"
"74982","1830","63103","1830","369","205","53548","1827","9186","1290","11879","1267","0500000US17143","Peoria County, Illinois"
"59384","1417","46922","2112","611","262","41934","1912","4377","929","12462","1410","0500000US17161","Rock Island County, Illinois"
"99917","2388","74437","2725","964","513","63760","2571","9713","1456","25480","2652","0500000US17163","St. Clair County, Illinois"
"83286","1670","71768","1737","735","335","62212","1994","8821","1233","11518","1452","0500000US17167","Sangamon County, Illinois"
"53763","1362","45486","1651","595","286","41423","1754","3468","854","8277","1367","0500000US17179","Tazewell County, Illinois"
"31338","1010","21405","1330","185","136","17984","1424","3236","877","9933","1166","0500000US17183","Vermilion County, Illinois"
"224012","2237","205718","2507","1550","541","187028","2795","17140","1928","18294","1785","0500000US17197","Will County, Illinois"
"27211","1151","22150","1415","248","161","19433","1365","2469","585","5061","929","0500000US17199","Williamson County, Illinois"
"114034","1820","94585","2322","1091","477","80424","2409","13070","1660","19449","1610","0500000US17201","Winnebago County, Illinois"
"138980","2149","119039","2704","819","339","101315","2893","16905","1791","19941","1880","0500000US18003","Allen County, Indiana"
"31827","819","25632","1246","242","194","21989","1238","3401","872","6195","1155","0500000US18005","Bartholomew County, Indiana"
"42686","1428","35023","1598","585","424","28732","1710","5706","1328","7663","1129","0500000US18019","Clark County, Indiana"
"45207","1427","39665","1562","230","182","32251","1730","7184","1027","5542","830","0500000US18035","Delaware County, Indiana"
"70636","1667","55940","2254","966","357","49010","2104","5964","1022","14696","2044","0500000US18039","Elkhart County, Indiana"
"29679","779","25115","960","285","222","21815","1213","3015","843","4564","731","0500000US18043","Floyd County, Indiana"
"25600","1309","19115","1295","285","215","16241","1174","2589","607","6485","1104","0500000US18053","Grant County, Indiana"
"110844","1685","106326","1738","785","399","99694","2087","5847","1121","4518","928","0500000US18057","Hamilton County, Indiana"
"26700","1089","24236","1388","79","88","21460","1501","2697","928","2464","816","0500000US18059","Hancock County, Indiana"
"56010","1174","51838","1275","797","556","46212","1996","4829","1594","4172","762","0500000US18063","Hendricks County, Indiana"
"34026","1327","28039","1502","347","252","24684","1504","3008","703","5987","1117","0500000US18067","Howard County, Indiana"
"53015","1563","48226","1707","394","238","41124","2055","6708","1323","4789","1124","0500000US18081","Johnson County, Indiana"
"29741","1117","24268","1304","242","152","20057","1439","3969","745","5473","869","0500000US18085","Kosciusko County, Indiana"
"182108","2627","151581","3076","964","380","129721","3125","20896","1981","30527","2339","0500000US18089","Lake County, Indiana"
"42068","1499","36187","1788","819","442","29699","1572","5669","1121","5881","1099","0500000US18091","LaPorte County, Indiana"
"52650","1418","43090","1711","290","230","38481","1842","4319","991","9560","1305","0500000US18095","Madison County, Indiana"
"360783","4564","298380","5038","1893","603","249216","4931","47271","3421","62403","3560","0500000US18097","Marion County, Indiana"
"54003","1920","49619","2198","112","134","41105","2357","8402","1596","4384","1081","0500000US18105","Monroe County, Indiana"
"25255","954","21601","1255","349","230","16713","1246","4539","965","3654","797","0500000US18109","Morgan County, Indiana"
"61797","1509","55998","1735","875","476","49159","2073","5964","1345","5799","951","0500000US18127","Porter County, Indiana"
"101296","2154","83536","2596","781","360","70849","2531","11906","1379","17760","1715","0500000US18141","St. Joseph County, Indiana"
"65834","1928","58637","2132","355","236","49696","2574","8586","1421","7197","1171","0500000US18157","Tippecanoe County, Indiana"
"73663","1876","62176","2271","396","245","53738","2271","8042","1509","11487","1727","0500000US18163","Vanderburgh County, Indiana"
"41395","1295","33294","1617","408","263","26701","1675","6185","1194","8101","1180","0500000US18167","Vigo County, Indiana"
"26937","1074","21545","1323","418","252","16527","1189","4600","862","5392","797","0500000US18177","Wayne County, Indiana"
"53204","1203","43444","1502","327","253","38436","1575","4681","896","9760","1179","0500000US19013","Black Hawk County, Iowa"
"27718","781","25749","987","212","137","23935","1085","1602","603","1969","555","0500000US19049","Dallas County, Iowa"
"38824","699","33706","1005","417","221","30725","1044","2564","656","5118","786","0500000US19061","Dubuque County, Iowa"
"55574","1409","52170","1742","221","200","48963","1998","2986","755","3404","809","0500000US19103","Johnson County, Iowa"
"88216","1783","77893","2272","1265","671","68686","2511","7942","1673","10323","1432","0500000US19113","Linn County, Iowa"
"179188","2407","161745","2934","1754","563","140645","3555","19346","2212","17443","1747","0500000US19153","Polk County, Iowa"
"37321","971","30744","1222","457","229","26911","1247","3376","698","6577","1016","0500000US19155","Pottawattamie County, Iowa"
"67822","978","56061","1738","877","477","48685","1782","6499","1152","11761","1563","0500000US19163","Scott County, Iowa"
"35880","1312","33872","1457","142","113","30516","1553","3214","809","2008","550","0500000US19169","Story County, Iowa"
"38898","903","31275","1181","434","250","26141","1356","4700","839","7623","1156","0500000US19193","Woodbury County, Iowa"
