"B28003_001E","B28003_001M","B28003_002E","B28003_002M","B28003_003E","B28003_003M","B28003_004E","B28003_004M","B28003_005E","B28003_005M","B28003_006E","B28003_006M","GEO_ID","NAME"
"23262","550","19956","685","62","56","16379","695","3515","476","3306","404","0500000US01113","Russell County, Alabama"
"32036","656","28129","727","253","125","24744","751","3132","513","3907","515","0500000US01115","St. Clair County, Alabama"
"79630","658","75120","719","119","49","69955","805","5046","493","4510","404","0500000US01117","Shelby County, Alabama"
"5202","282","3783","320","15","21","3138","321","630","151","1419","271","0500000US01119","Sumter County, Alabama"
"31395","608","26022","758","49","41","22648","727","3325","432","5373","513","0500000US01121","Talladega County, Alabama"
"16205","445","13624","451","28","22","12054","483","1542","257","2581","364","0500000US01123","Tallapoosa County, Alabama"
"72461","906","63850","979","90","54","57574","914","6186","565","8611","601","0500000US01125","Tuscaloosa County, Alabama"
"25019","544","20715","572","99","49","17776","577","2840","311","4304","398","0500000US01127","Walker County, Alabama"
"5990","281","4699","311","47","44","3687","305","965","181","1291","199","0500000US01129","Washington County, Alabama"
"3854","213","2554","241","63","41","2054","237","437","109","1300","198","0500000US01131","Wilcox County, Alabama"
"9592","305","7620","321","70","40","6180","352","1370","267","1972","264","0500000US01133","Winston County, Alabama"
"890","125","777","110","0","9","555","87","222","38","113","32","0500000US02013","Aleutians East Borough, Alaska"
"1187","143","1102","136","3","3","910","120","189","28","85","17","0500000US02016","Aleutians West Census Area, Alaska"
"106567","1023","102206","1081","213","100","95438","1163","6555","599","4361","569","0500000US02020","Anchorage Municipality, Alaska"
"4489","158","3924","155","2","2","3258","153","664","78","565","72","0500000US02050","Bethel Census Area, Alaska"
"314","37","290","34","2","3","246","32","42","15","24","11","0500000US02060","Bristol Bay Borough, Alaska"
"613","231","591","229","0","9","546","217","45","24","22","17","0500000US02068","Denali Borough, Alaska"
"1427","74","1267","78","0","9","1081","71","186","38","160","31","0500000US02070","Dillingham Census Area, Alaska"
"36188","796","34665","831","309","156","30908","942","3448","562","1523","327","0500000US02090","Fairbanks North Star Borough, Alaska"
"1007","99","976","96","17","24","844","97","115","70","31","13","0500000US02100","Haines Borough, Alaska"
"791","70","657","58","0","9","503","53","154","34","134","29","0500000US02105","Hoonah-Angoon Census Area, Alaska"
"12676","259","12151","293","17","21","11425","322","709","188","525","175","0500000US02110","Juneau City and Borough, Alaska"
"21630","455","19644","456","242","87","17056","475","2346","220","1986","280","0500000US02122","Kenai Peninsula Borough, Alaska"
"5397","125","4996","130","13","9","4537","127","446","71","401","72","0500000US02130","Ketchikan Gateway Borough, Alaska"
"4261","199","3858","240","0","15","3550","245","308","112","403","147","0500000US02150","Kodiak Island Borough, Alaska"
"1724","71","1414","78","0","13","1113","61","301","49","310","35","0500000US02158","Kusilvak Census Area, Alaska"
"421","127","354","107","0","9","275","84","79","28","67","26","0500000US02164","Lake and Peninsula Borough, Alaska"
"31217","352","29611","357","147","47","26973","359","2491","222","1606","148","0500000US02170","Matanuska-Susitna Borough, Alaska"
"2844","138","2580","121","0","13","2097","126","483","64","264","52","0500000US02180","Nome Census Area, Alaska"
"1979","131","1705","155","0","13","1376","137","329","63","274","62","0500000US02185","North Slope Borough, Alaska"
"1795","62","1553","72","0","13","1365","81","188","36","242","51","0500000US02188","Northwest Arctic Borough, Alaska"
"1187","116","1113","109","2","3","974","114","137","56","74","23","0500000US02195","Petersburg Borough, Alaska"
"2371","86","2033","89","0","13","1556","88","477","63","338","55","0500000US02198","Prince of Wales-Hyder Census Area, Alaska"
"3547","117","3322","120","13","15","2977","125","332","69","225","53","0500000US02220","Sitka City and Borough, Alaska"
"375","40","360","37","0","9","316","38","44","13","15","10","0500000US02230","Skagway Municipality, Alaska"
"2170","120","1949","125","9","10","1552","119","388","80","221","52","0500000US02240","Southeast Fairbanks Census Area, Alaska"
"3177","166","2978","170","0","13","2553","186","425","153","199","79","0500000US02261","Valdez-Cordova Census Area, Alaska"
"1027","68","871","70","2","3","758","65","111","56","156","47","0500000US02275","Wrangell City and Borough, Alaska"
"219","26","196","24","2","2","157","22","37","12","23","8","0500000US02282","Yakutat City and Borough, Alaska"
"1856","84","1269","85","2","6","788","76","479","45","587","39","0500000US02290","Yukon-Koyukuk Census Area, Alaska"
"20867","391","11892","367","186","55","7709","312","3997","296","8975","373","0500000US04001","Apache County, Arizona"
"50163","919","44301","906","142","60","39816","943","4343","480","5862","408","0500000US04003","Cochise County, Arizona"
"47447","904","43122","913","167","62","36949","971","6006","549","4325","399","0500000US04005","Coconino County, Arizona"
"21945","614","18400","614","93","75","14282","632","4025","464","3545","400","0500000US04007","Gila County, Arizona"
"11017","366","9725","376","9","14","8239","381","1477","217","1292","198","0500000US04009","Graham County, Arizona"
"3132","169","2884","176","7","12","2572","201","305","113","248","69","0500000US04011","Greenlee County, Arizona"
"9346","469","7464","517","30","26","5761","459","1673","445","1882","368","0500000US04012","La Paz County, Arizona"
"1552096","5014","1448631","5535","4393","381","1331055","5957","113183","2550","103465","2308","0500000US04013","Maricopa County, Arizona"
"86889","1144","76249","1274","426","145","69085","1338","6738","580","10640","813","0500000US04015","Mohave County, Arizona"
"34990","729","26993","688","150","57","21415","571","5428","449","7997","401","0500000US04017","Navajo County, Arizona"
"404739","1896","373295","2038","1403","202","343675","2257","28217","1259","31444","1086","0500000US04019","Pima County, Arizona"
"141300","1546","128731","1662","314","94","117474","1752","10943","826","12569","743","0500000US04021","Pinal County, Arizona"
"15853","374","13201","388","51","35","11523","462","1627","342","2652","306","0500000US04023","Santa Cruz County, Arizona"
"98386","1046","89437","1236","629","151","80325","1262","8483","837","8949","733","0500000US04025","Yavapai County, Arizona"
"73098","865","62738","991","230","91","56614","1079","5894","496","10360","597","0500000US04027","Yuma County, Arizona"
"7491","297","6135","302","25","19","5019","308","1091","201","1356","154","0500000US05001","Arkansas County, Arkansas"
"7757","261","6002","314","20","20","4680","376","1302","256","1755","234","0500000US05003","Ashley County, Arkansas"
"18435","481","16014","525","240","94","13674","549","2100","344","2421","289","0500000US05005","Baxter County, Arkansas"
"97249","782","90355","924","276","88","67867","1443","22212","1263","6894","548","0500000US05007","Benton County, Arkansas"
"15034","360","13094","432","120","60","12038","445","936","203","1940","273","0500000US05009","Boone County, Arkansas"
"4419","161","3604","178","22","23","2944","214","638","138","815","135","0500000US05011","Bradley County, Arkansas"
"1850","139","1418","159","16","21","1154","154","248","69","432","102","0500000US05013","Calhoun County, Arkansas"
"11139","440","9479","464","128","79","7609","532","1742","321","1660","287","0500000US05015","Carroll County, Arkansas"
"4068","208","3015","216","0","19","2498","205","517","102","1053","179","0500000US05017","Chicot County, Arkansas"
"8446","359","6948","381","18","18","5770","377","1160","222","1498","208","0500000US05019","Clark County, Arkansas"
"6444","176","5023","198","27","23","4231","193","765","155","1421","161","0500000US05021","Clay County, Arkansas"
"10783","262","9124","312","65","43","7979","318","1080","224","1659","237","0500000US05023","Cleburne County, Arkansas"
"3217","174","2622","162","23","23","1933","166","666","135","595","101","0500000US05025","Cleveland County, Arkansas"
"8562","381","6023","388","20","25","5209","343","794","192","2539","277","0500000US05027","Columbia County, Arkansas"
"8309","299","6641","343","21","23","5348","348","1272","241","1668","279","0500000US05029","Conway County, Arkansas"
"41375","573","37702","732","35","40","33444","803","4223","568","3673","402","0500000US05031","Craighead County, Arkansas"
"23958","478","20222","521","206","122","17144","565","2872","395","3736","419","0500000US05033","Crawford County, Arkansas"
"19074","278","15891","348","67","37","14417","336","1407","197","3183","287","0500000US05035","Crittenden County, Arkansas"
"6653","224","5362","273","0","19","4628","278","734","150","1291","193","0500000US05037","Cross County, Arkansas"
"2969","219","2254","220","17","18","1707","189","530","144","715","123","0500000US05039","Dallas County, Arkansas"
"5204","210","4049","256","37","29","2837","250","1175","192","1155","215","0500000US05041","Desha County, Arkansas"
"7157","282","6019","323","9","16","4944","354","1066","226","1138","194","0500000US05043","Drew County, Arkansas"
"44575","692","40515","767","194","119","35557","782","4764","456","4060","394","0500000US05045","Faulkner County, Arkansas"
"6723","278","5329","325","125","85","4131","308","1073","244","1394","222","0500000US05047","Franklin County, Arkansas"
"4973","227","4075","235","0","19","2868","260","1207","231","898","187","0500000US05049","Fulton County, Arkansas"
"40209","722","35748","850","123","95","31420","923","4205","571","4461","466","0500000US05051","Garland County, Arkansas"
"6863","246","6119","303","38","40","5054","312","1027","202","744","184","0500000US05053","Grant County, Arkansas"
"17254","302","14974","400","33","30","13090","457","1851","306","2280","274","0500000US05055","Greene County, Arkansas"
"8094","366","6729","350","10","15","5877","351","842","204","1365","212","0500000US05057","Hempstead County, Arkansas"
"12599","361","10087","395","9","13","8102","406","1976","289","2512","334","0500000US05059","Hot Spring County, Arkansas"
"5142","225","4133","240","19","21","3331","242","783","167","1009","172","0500000US05061","Howard County, Arkansas"
"14322","341","12018","477","100","72","8529","497","3389","401","2304","349","0500000US05063","Independence County, Arkansas"
"4851","263","4137","252","24","15","2573","227","1540","198","714","161","0500000US05065","Izard County, Arkansas"
"6137","244","4723","300","17","16","3971","289","735","168","1414","207","0500000US05067","Jackson County, Arkansas"
"26801","616","22355","548","148","94","16013","722","6194","546","4446","417","0500000US05069","Jefferson County, Arkansas"
"9682","257","7765","313","43","33","6132","378","1590","245","1917","250","0500000US05071","Johnson County, Arkansas"
"2784","166","2074","161","25","24","1651","145","398","77","710","120","0500000US05073","Lafayette County, Arkansas"
"6463","210","5210","215","11","11","4385","226","814","112","1253","140","0500000US05075","Lawrence County, Arkansas"
"3206","195","2319","200","36","38","1805","209","478","110","887","150","0500000US05077","Lee County, Arkansas"
"3773","355","2961","330","25","28","2037","283","899","193","812","155","0500000US05079","Lincoln County, Arkansas"
"5363","221","4535","306","98","109","3576","283","861","182","828","189","0500000US05081","Little River County, Arkansas"
"8417","289","7220","311","37","30","5853","282","1330","241","1197","172","0500000US05083","Logan County, Arkansas"
"26895","453","23734","600","71","64","21457","659","2206","307","3161","399","0500000US05085","Lonoke County, Arkansas"
"6279","219","5006","262","24","24","3993","277","989","232","1273","199","0500000US05087","Madison County, Arkansas"
"6782","306","5857","303","28","33","5210","321","619","153","925","155","0500000US05089","Marion County, Arkansas"
"16426","345","13764","438","33","37","11969","470","1762","309","2662","351","0500000US05091","Miller County, Arkansas"
"16389","459","13802","517","40","31","11665","526","2097","328","2587","297","0500000US05093","Mississippi County, Arkansas"
"3333","162","2447","176","18","18","1868","198","561","129","886","149","0500000US05095","Monroe County, Arkansas"
"3754","218","2876","211","29","28","2261","209","586","138","878","132","0500000US05097","Montgomery County, Arkansas"
"3397","255","2668","272","94","62","2085","261","489","152","729","190","0500000US05099","Nevada County, Arkansas"
"2936","198","2206","204","10","13","1751","185","445","106","730","116","0500000US05101","Newton County, Arkansas"
"9658","314","7225","315","75","79","6420","355","730","180","2433","278","0500000US05103","Ouachita County, Arkansas"
"3668","200","2850","240","1","3","2438","224","411","84","818","154","0500000US05105","Perry County, Arkansas"
"7485","342","5650","360","17","27","4809","368","824","179","1835","268","0500000US05107","Phillips County, Arkansas"
"4280","158","3317","178","7","11","2830","177","480","95","963","136","0500000US05109","Pike County, Arkansas"
"9526","238","7987","293","69","43","6994","290","924","144","1539","192","0500000US05111","Poinsett County, Arkansas"
"8243","255","7121","285","101","76","5674","297","1346","224","1122","201","0500000US05113","Polk County, Arkansas"
"22579","511","19918","615","123","56","16813","622","2982","393","2661","349","0500000US05115","Pope County, Arkansas"
"3776","169","3056","192","19","14","2177","166","860","163","720","111","0500000US05117","Prairie County, Arkansas"
"158051","1372","139539","1507","489","141","122408","1671","16642","966","18512","978","0500000US05119","Pulaski County, Arkansas"
"7355","275","5958","318","68","42","4880","296","1010","195","1397","231","0500000US05121","Randolph County, Arkansas"
"9388","363","7495","385","25","23","5325","400","2145","310","1893","234","0500000US05123","St. Francis County, Arkansas"
"44075","632","40070","688","91","48","36551","789","3428","455","4005","387","0500000US05125","Saline County, Arkansas"
"3944","201","2987","195","22","26","2225","190","740","167","957","152","0500000US05127","Scott County, Arkansas"
"3327","178","2569","200","50","35","1968","183","551","130","758","134","0500000US05129","Searcy County, Arkansas"
"51228","611","44573","794","66","39","38532","974","5975","601","6655","505","0500000US05131","Sebastian County, Arkansas"
"5885","202","5015","230","18","17","4415","249","582","136","870","141","0500000US05133","Sevier County, Arkansas"
"7447","303","6110","291","54","42","4300","282","1756","283","1337","232","0500000US05135","Sharp County, Arkansas"
"4787","258","3674","259","55","43","2394","247","1225","240","1113","254","0500000US05137","Stone County, Arkansas"
"15726","471","11634","480","33","31","9704","433","1897","330","4092","434","0500000US05139","Union County, Arkansas"
"6813","254","5508","213","102","51","4318","245","1088","181","1305","161","0500000US05141","Van Buren County, Arkansas"
"87325","772","80696","851","320","162","68821","1242","11555","1075","6629","516","0500000US05143","Washington County, Arkansas"
"29055","547","25075","645","68","38","21948","613","3059","398","3980","407","0500000US05145","White County, Arkansas"
"2932","181","1904","155","2","3","1555","150","347","87","1028","149","0500000US05147","Woodruff County, Arkansas"
"7503","259","5894","300","44","44","5205","283","645","159","1609","196","0500000US05149","Yell County, Arkansas"
"577177","1744","544335","1892","1168","185","510657","2241","32510","1251","32842","1102","0500000US06001","Alameda County, California"
"350","69","325","65","12","15","289","58","24","10","25","16","0500000US06003","Alpine County, California"
"14594","448","13258","472","131","81","12238","463","889","227","1336","263","0500000US06005","Amador County, California"
"85320","891","78951","1042","336","132","72432","1178","6183","575","6369","476","0500000US06007","Butte County, California"
"16942","552","15186","573","230","88","13860","606","1096","227","1756","295","0500000US06009","Calaveras County, California"
"7227","159","6270","201","19","20","5847","229","404","132","957","137","0500000US06011","Colusa County, California"
"394769","1262","375762","1431","739","150","360017","1525","15006","833","19007","950","0500000US06013","Contra Costa County, California"
"9945","282","8869","376","32","21","7882","389","955","193","1076","241","0500000US06015","Del Norte County, California"
"70974","770","66788","872","273","109","61646","968","4869","515","4186","485","0500000US06017","El Dorado County, California"
"307906","1137","274749","1513","863","190","244324","1886","29562","1215","33157","1230","0500000US06019","Fresno County, California"
"10085","209","8553","302","50","39","7201","335","1302","267","1532","244","0500000US06021","Glenn County, California"
"54679","795","49815","783","168","80","45319","857","4328","461","4864","485","0500000US06023","Humboldt County, California"
"44829","876","39088","849","215","117","34414","854","4459","490","5741","517","0500000US06025","Imperial County, California"
"7950","252","7281","265","14","16","6346","264","921","188","669","122","0500000US06027","Inyo County, California"
"270282","1291","236513","1846","977","201","213309","2061","22227","1179","33769","1437","0500000US06029","Kern County, California"
"43452","495","39303","582","187","95","34655","696","4461","541","4149","446","0500000US06031","Kings County, California"
"25660","710","22418","706","91","87","19541","732","2786","375","3242","424","0500000US06033","Lake County, California"
"9280","371","7910","362","80","32","7237","326","593","127","1370","194","0500000US06035","Lassen County, California"
"3316795","5782","3051495","7144","9001","699","2774339","9210","268155","3907","265300","3499","0500000US06037","Los Angeles County, California"
"44881","590","40282","739","136","59","35588","788","4558","536","4599","429","0500000US06039","Madera County, California"
"105432","883","100142","913","260","105","95735","1020","4147","429","5290","443","0500000US06041","Marin County, California"
"7643","346","6598","334","159","68","5694","351","745","193","1045","192","0500000US06043","Mariposa County, California"
"34408","643","30227","761","219","79","27678","792","2330","362","4181","409","0500000US06045","Mendocino County, California"
"80008","727","72866","877","367","153","66325","1033","6174","485","7142","545","0500000US06047","Merced County, California"
"3616","232","2832","273","0","17","2496","256","336","108","784","185","0500000US06049","Modoc County, California"
"4765","377","4414","404","25","26","4003","394","386","144","351","156","0500000US06051","Mono County, California"
"127155","979","115079","1170","236","90","106248","1150","8595","511","12076","718","0500000US06053","Monterey County, California"
"48705","496","45610","548","121","53","43005","528","2484","333","3095","369","0500000US06055","Napa County, California"
"40855","701","37852","750","201","80","34761","750","2890","411","3003","368","0500000US06057","Nevada County, California"
"1037492","2280","988533","2661","3378","412","937044","2817","48111","1577","48959","1446","0500000US06059","Orange County, California"
"142855","835","136054","964","363","136","127467","1007","8224","616","6801","536","0500000US06061","Placer County, California"
"8450","343","7472","375","49","45","6585","359","838","208","978","194","0500000US06063","Plumas County, California"
"724893","2905","672141","3003","1845","296","622133","3216","48163","1411","52752","1564","0500000US06065","Riverside County, California"
"543025","1581","511646","2011","1798","254","474916","2300","34932","1305","31379","1026","0500000US06067","Sacramento County, California"
"18135","195","17170","223","59","34","16210","330","901","204","965","169","0500000US06069","San Benito County, California"
"636041","2447","591606","2717","1526","217","532827","3374","57253","2076","44435","1343","0500000US06071","San Bernardino County, California"
"1125286","3400","1067658","3912","2108","235","1009382","4098","56168","1584","57628","1740","0500000US06073","San Diego County, California"
"362354","1777","337425","1912","841","181","315777","2009","20807","1006","24929","1081","0500000US06075","San Francisco County, California"
"228567","1049","207941","1395","988","189","187974","1677","18979","960","20626","946","0500000US06077","San Joaquin County, California"
"105981","939","99604","914","378","118","92854","1074","6372","599","6377","483","0500000US06079","San Luis Obispo County, California"
"263543","1093","251250","1164","541","125","238669","1378","12040","806","12293","745","0500000US06081","San Mateo County, California"
"145856","881","135572","1055","679","240","127270","1135","7623","596","10284","668","0500000US06083","Santa Barbara County, California"
"640215","1602","614441","1953","1498","258","585186","2295","27757","1417","25774","926","0500000US06085","Santa Clara County, California"
"95818","913","88542","996","180","75","83003","1076","5359","609","7276","710","0500000US06087","Santa Cruz County, California"
"71181","714","63588","831","446","118","56799","923","6343","497","7593","587","0500000US06089","Shasta County, California"
"1319","142","1064","151","5","7","987","157","72","43","255","95","0500000US06091","Sierra County, California"
"19240","358","16833","401","157","53","15338","458","1338","204","2407","275","0500000US06093","Siskiyou County, California"
"149865","816","141449","898","311","106","134738","1077","6400","548","8416","576","0500000US06095","Solano County, California"
"189374","1128","178377","1226","797","219","168181","1327","9399","729","10997","669","0500000US06097","Sonoma County, California"
"173898","690","159313","1018","420","110","146271","1230","12622","792","14585","831","0500000US06099","Stanislaus County, California"
"32636","318","29037","452","131","64","26740","496","2166","292","3599","387","0500000US06101","Sutter County, California"
"24189","400","20804","563","200","83","18003","649","2601","451","3385","427","0500000US06103","Tehama County, California"
"5939","251","4848","275","49","50","3992","289","807","168","1091","197","0500000US06105","Trinity County, California"
"138238","720","121034","1050","390","153","105265","1326","15379","895","17204","921","0500000US06107","Tulare County, California"
"22502","543","20361","602","187","81","18317","632","1857","291","2141","328","0500000US06109","Tuolumne County, California"
"271040","1203","251271","1448","532","137","237436","1434","13303","927","19769","966","0500000US06111","Ventura County, California"
"74296","472","69830","576","190","85","65288","725","4352","449","4466","414","0500000US06113","Yolo County, California"
"26354","402","23849","477","92","55","21759","534","1998","284","2505","335","0500000US06115","Yuba County, California"
"166450","777","155802","1045","577","135","140656","1344","14569","1013","10648","667","0500000US08001","Adams County, Colorado"
"6162","265","5307","298","48","48","4591","283","668","175","855","168","0500000US08003","Alamosa County, Colorado"
"240304","952","229134","1146","699","177","214714","1439","13721","824","11170","646","0500000US08005","Arapahoe County, Colorado"
"5858","299","5456","300","27","27","4847","311","582","168","402","101","0500000US08007","Archuleta County, Colorado"
"1662","89","1373","79","2","3","1176","76","195","53","289","55","0500000US08009","Baca County, Colorado"
"1767","146","1444","148","4","7","1268","146","172","72","323","73","0500000US08011","Bent County, Colorado"
"127415","822","122219","866","278","87","115712","870","6229","576","5196","390","0500000US08013","Boulder County, Colorado"
"27470","231","26788","277","78","41","25460","352","1250","259","682","153","0500000US08014","Broomfield County, Colorado"
"8231","391","7286","382","83","60","6667","370","536","181","945","213","0500000US08015","Chaffee County, Colorado"
"774","83","669","82","3","4","628","80","38","21","105","37","0500000US08017","Cheyenne County, Colorado"
"4395","224","4117","222","21","31","3695","250","401","152","278","100","0500000US08019","Clear Creek County, Colorado"
"3183","130","2501","143","30","18","2094","145","377","80","682","97","0500000US08021","Conejos County, Colorado"
"1746","145","1350","133","17","18","1183","125","150","52","396","85","0500000US08023","Costilla County, Colorado"
"1301","92","1084","95","0","17","995","93","89","35","217","49","0500000US08025","Crowley County, Colorado"
"2214","150","2088","153","7","6","1856","123","225","130","126","59","0500000US08027","Custer County, Colorado"
"11883","283","9967","365","216","88","8737","399","1014","197","1916","284","0500000US08029","Delta County, Colorado"
"301501","1495","281086","1635","829","177","259508","1807","20749","1108","20415","878","0500000US08031","Denver County, Colorado"
"759","86","616","87","9","10","491","90","116","53","143","54","0500000US08033","Dolores County, Colorado"
"120709","570","118540","661","260","100","115632","764","2648","316","2169","346","0500000US08035","Douglas County, Colorado"
"18171","501","17626","523","43","43","16224","536","1359","316","545","225","0500000US08037","Eagle County, Colorado"
"9280","111","8883","131","52","34","8408","151","423","119","397","99","0500000US08039","Elbert County, Colorado"
"257507","1025","244083","1338","945","170","232266","1408","10872","739","13424","808","0500000US08041","El Paso County, Colorado"
"17136","572","15332","557","130","94","13959","540","1243","228","1804","272","0500000US08043","Fremont County, Colorado"
"21498","372","20145","443","54","39","18454","466","1637","303","1353","252","0500000US08045","Garfield County, Colorado"
"2802","208","2755","209","9","16","2507","218","239","117","47","41","0500000US08047","Gilpin County, Colorado"
"5884","435","5413","459","0","19","5261","460","152","83","471","138","0500000US08049","Grand County, Colorado"
"6616","333","6279","352","90","66","5607","378","582","191","337","129","0500000US08051","Gunnison County, Colorado"
"377","53","341","49","0","12","278","43","63","27","36","19","0500000US08053","Hinsdale County, Colorado"
"3225","190","2554","199","26","22","2055","217","473","139","671","138","0500000US08055","Huerfano County, Colorado"
"558","66","485","64","0","12","440","59","45","35","73","33","0500000US08057","Jackson County, Colorado"
"232284","760","220155","1012","937","185","208362","1212","10856","791","12129","725","0500000US08059","Jefferson County, Colorado"
