"B28003_001E","B28003_001M","B28003_002E","B28003_002M","B28003_003E","B28003_003M","B28003_004E","B28003_004M","B28003_005E","B28003_005M","B28003_006E","B28003_006M","GEO_ID","NAME"
"1521131","9246","1408161","10141","4393","1093","1286302","10324","117466","4880","112970","5198","0500000US04013","Maricopa County, Arizona"
"84876","2775","73420","3334","312","243","68446","3438","4662","988","11456","1769","0500000US04015","Mohave County, Arizona"
"33587","1656","24694","1439","69","85","19461","1335","5164","894","8893","1000","0500000US04017","Navajo County, Arizona"
"400835","4105","364197","4698","1580","573","339453","5095","23164","2064","36638","3197","0500000US04019","Pima County, Arizona"
"132352","3221","120230","3445","433","340","109691","3794","10106","1807","12122","1598","0500000US04021","Pinal County, Arizona"
"94962","2874","84713","2985","505","292","75556","3375","8652","1821","10249","1317","0500000US04025","Yavapai County, Arizona"
"73072","2001","62561","2529","223","163","57978","2755","4360","1138","10511","1698","0500000US04027","Yuma County, Arizona"
"94494","1606","86755","1881","369","269","55146","2470","31240","2505","7739","1106","0500000US05007","Benton County, Arkansas"
"39813","1369","34907","1666","0","197","31444","1791","3463","910","4906","932","0500000US05031","Craighead County, Arkansas"
"43964","1306","39641","1669","60","100","33815","1895","5766","1310","4323","927","0500000US05045","Faulkner County, Arkansas"
"39309","2140","34337","2113","80","134","31264","2061","2993","1054","4972","1190","0500000US05051","Garland County, Arkansas"
"26750","1509","22928","1534","42","75","17116","1605","5770","1229","3822","818","0500000US05069","Jefferson County, Arkansas"
"26327","934","22508","1148","107","122","20220","1287","2181","775","3819","898","0500000US05085","Lonoke County, Arkansas"
"161291","2762","138755","3426","465","314","123869","3470","14421","2348","22536","2635","0500000US05119","Pulaski County, Arkansas"
"43371","1397","39103","1692","239","230","36314","1698","2550","930","4268","997","0500000US05125","Saline County, Arkansas"
"51055","1457","44262","1959","75","125","38598","2127","5589","1446","6793","1348","0500000US05131","Sebastian County, Arkansas"
"88690","1279","80809","2145","227","163","66023","2906","14559","2442","7881","1478","0500000US05143","Washington County, Arkansas"
"28221","1401","23382","1558","59","74","20703","1664","2620","963","4839","1147","0500000US05145","White County, Arkansas"
"572012","3657","535400","5056","1215","419","497747","5669","36438","3097","36612","2976","0500000US06001","Alameda County, California"
"85531","2090","78416","2254","465","305","70042","2697","7909","1698","7115","1269","0500000US06007","Butte County, California"
"391288","2968","371712","3599","908","373","354650","3991","16154","2367","19576","2390","0500000US06013","Contra Costa County, California"
"69653","2207","64756","2238","178","150","60198","2238","4380","1209","4897","1200","0500000US06017","El Dorado County, California"
"303216","2788","268565","4068","920","463","239357","4349","28288","2530","34651","3157","0500000US06019","Fresno County, California"
"54230","1436","48613","1624","429","327","43450","2013","4734","986","5617","1031","0500000US06023","Humboldt County, California"
"44855","1612","37339","1809","56","98","33259","1754","4024","1176","7516","1102","0500000US06025","Imperial County, California"
"270359","3011","233939","4062","621","302","213868","4447","19450","2482","36420","2889","0500000US06029","Kern County, California"
"43090","1044","38818","1411","69","94","34135","1686","4614","949","4272","878","0500000US06031","Kings County, California"
"24593","1484","20752","1585","104","127","17842","1687","2806","874","3841","901","0500000US06033","Lake County, California"
"3305589","8089","3007431","9799","9340","1230","2716680","11110","281411","7297","298158","7115","0500000US06037","Los Angeles County, California"
"44369","1495","39168","1724","218","194","33198","1742","5752","1395","5201","975","0500000US06039","Madera County, California"
"106333","1579","99561","2064","294","188","96386","2114","2881","752","6772","1540","0500000US06041","Marin County, California"
"35439","1083","31354","1318","419","292","28163","1419","2772","850","4085","895","0500000US06045","Mendocino County, California"
"77713","1471","70000","1762","779","537","62458","1826","6763","1293","7713","1219","0500000US06047","Merced County, California"
"125740","2166","108042","2695","438","329","100338","2576","7266","1370","17698","2032","0500000US06053","Monterey County, California"
"49561","1328","45602","1489","138","122","42551","1549","2913","802","3959","938","0500000US06055","Napa County, California"
"38708","1911","35320","1952","45","73","32529","2002","2746","762","3388","963","0500000US06057","Nevada County, California"
"1032218","5228","980222","5784","2526","722","928682","6779","49014","3449","51996","3231","0500000US06059","Orange County, California"
"139104","2002","132028","2279","210","161","124425","2247","7393","1263","7076","1140","0500000US06061","Placer County, California"
"715040","4938","655409","5709","1482","614","605028","6095","48899","3395","59631","3518","0500000US06065","Riverside County, California"
"535090","3201","499983","3555","1588","604","461107","4658","37288","3159","35107","2558","0500000US06067","Sacramento County, California"
"633173","4114","581825","4336","1543","542","524842","5366","55440","4171","51348","3598","0500000US06071","San Bernardino County, California"
"1110568","6697","1049390","7545","1888","747","979132","8282","68370","4713","61178","3349","0500000US06073","San Diego County, California"
"358703","4561","331856","4838","1227","464","311226","5667","19403","2277","26847","2753","0500000US06075","San Francisco County, California"
"227186","2066","200581","3018","413","203","183136","3130","17032","1816","26605","2387","0500000US06077","San Joaquin County, California"
"106312","2380","98852","2417","596","375","90862","2442","7394","1762","7460","1431","0500000US06079","San Luis Obispo County, California"
"263445","2321","251322","2871","413","212","238448","3255","12461","1994","12123","1534","0500000US06081","San Mateo County, California"
"142449","2099","130247","2604","1492","828","121529","2699","7226","1286","12202","1710","0500000US06083","Santa Barbara County, California"
"635687","3094","607619","3621","1634","514","575642","4671","30343","3375","28068","2492","0500000US06085","Santa Clara County, California"
"96257","1860","89028","2338","208","200","84022","2473","4798","1247","7229","1518","0500000US06087","Santa Cruz County, California"
"72095","1299","64465","1400","572","362","56345","1716","7548","1300","7630","977","0500000US06089","Shasta County, California"
"149172","1723","140001","1852","43","33","133656","2293","6302","1288","9171","1401","0500000US06095","Solano County, California"
"187504","2620","173568","3139","658","340","162810","3233","10100","1760","13936","2066","0500000US06097","Sonoma County, California"
"172881","1805","155940","2784","414","239","142437","3272","13089","1820","16941","1973","0500000US06099","Stanislaus County, California"
"32345","817","28158","1237","234","167","25971","1330","1953","552","4187","974","0500000US06101","Sutter County, California"
"135648","1649","119432","2367","521","403","105708","2554","13203","1681","16216","1762","0500000US06107","Tulare County, California"
"268091","2469","246321","3319","745","344","230691","3690","14885","1922","21770","1992","0500000US06111","Ventura County, California"
"73055","1314","68421","1566","273","231","63321","2100","4827","1307","4634","998","0500000US06113","Yolo County, California"
"26699","679","24016","1007","160","187","21228","1156","2628","773","2683","804","0500000US06115","Yuba County, California"
"163122","1428","152148","2007","500","281","136722","2636","14926","1763","10974","1472","0500000US08001","Adams County, Colorado"
"235942","2086","223656","2683","849","382","207153","2937","15654","2014","12286","1872","0500000US08005","Arapahoe County, Colorado"
"123820","2004","118274","2129","185","171","111736","2505","6353","1333","5546","1021","0500000US08013","Boulder County, Colorado"
"26269","479","25672","509","31","50","24768","689","873","487","597","256","0500000US08014","Broomfield County, Colorado"
"292003","2724","272808","3663","881","447","248848","3853","23079","2741","19195","2437","0500000US08031","Denver County, Colorado"
"120125","1373","118203","1615","244","168","115129","1750","2830","798","1922","647","0500000US08035","Douglas County, Colorado"
"257508","2763","245393","3180","1241","550","232635","3129","11517","1462","12115","1742","0500000US08041","El Paso County, Colorado"
"230890","1877","218200","2480","1398","429","207876","2797","8926","1286","12690","1719","0500000US08059","Jefferson County, Colorado"
"131407","1911","125808","2019","523","298","115210","2634","10075","1716","5599","1003","0500000US08069","Larimer County, Colorado"
"60188","1483","55559","1756","315","254","52288","1948","2956","769","4629","1012","0500000US08077","Mesa County, Colorado"
"62275","1632","54407","1925","284","179","47801","2215","6322","1285","7868","1279","0500000US08101","Pueblo County, Colorado"
"102087","1317","94594","1445","256","149","85933","2019","8405","1593","7493","1026","0500000US08123","Weld County, Colorado"
"335318","3387","306332","3849","754","351","288031","4477","17547","2328","28986","2711","0500000US09001","Fairfield County, Connecticut"
"350369","2526","307961","3722","1251","530","283569","3937","23141","2652","42408","2791","0500000US09003","Hartford County, Connecticut"
"74105","1681","67806","1682","316","215","63225","2099","4265","970","6299","911","0500000US09005","Litchfield County, Connecticut"
"66002","1801","58518","2043","80","94","55971","2150","2467","735","7484","1374","0500000US09007","Middlesex County, Connecticut"
"327560","3536","288870","4392","2536","912","265850","4779","20484","2638","38690","3226","0500000US09009","New Haven County, Connecticut"
"105113","2058","94664","2427","360","206","89386","2628","4918","1061","10449","1516","0500000US09011","New London County, Connecticut"
"54068","1539","49014","1907","144","122","45907","1999","2963","1061","5054","1227","0500000US09013","Tolland County, Connecticut"
"44734","1183","38645","1643","240","177","36034","1597","2371","756","6089","1236","0500000US09015","Windham County, Connecticut"
"64452","1537","58140","1931","80","128","54208","2171","3852","916","6312","1107","0500000US10001","Kent County, Delaware"
"203782","2314","187388","2893","416","220","171764","3405","15208","1855","16394","1722","0500000US10003","New Castle County, Delaware"
"82851","2545","72980","2643","200","172","64515","2450","8265","1452","9871","1272","0500000US10005","Sussex County, Delaware"
"281241","3152","252726","3982","214","196","222327","4354","30185","3050","28515","3099","0500000US11001","District of Columbia, District of Columbia"
"94428","3539","85282","3435","264","181","78154","3333","6864","1141","9146","1342","0500000US12001","Alachua County, Florida"
"70330","2729","63986","2831","230","168","59109","2831","4647","908","6344","1274","0500000US12005","Bay County, Florida"
"226021","4123","206379","4509","792","420","194035","4670","11552","1806","19642","2440","0500000US12009","Brevard County, Florida"
"681474","7066","631091","7613","1728","492","559321","7506","70042","5025","50383","3822","0500000US12011","Broward County, Florida"
"75147","2941","68520","3054","674","400","62981","3001","4865","1023","6627","1363","0500000US12015","Charlotte County, Florida"
"63581","2500","55340","2712","330","295","50006","2784","5004","1586","8241","1641","0500000US12017","Citrus County, Florida"
"74130","1242","69251","1640","154","216","65095","2111","4002","1160","4879","1157","0500000US12019","Clay County, Florida"
"139522","4307","130083","4444","966","846","116379","4371","12738","1702","9439","1568","0500000US12021","Collier County, Florida"
"24215","1165","21166","1349","144","141","19372","1420","1650","710","3049","902","0500000US12023","Columbia County, Florida"
"353946","4959","320979","5207","925","474","285564","4974","34490","3385","32967","3089","0500000US12031","Duval County, Florida"
"118702","2712","106779","2981","370","239","98506","3017","7903","1580","11923","1460","0500000US12033","Escambia County, Florida"
"41311","1902","36319","1850","188","162","31611","1999","4520","1306","4992","1085","0500000US12035","Flagler County, Florida"
"74262","2002","67345","2021","145","144","60889","2267","6311","1411","6917","1266","0500000US12053","Hernando County, Florida"
"38808","2109","29926","2031","613","374","26635","1946","2678","1097","8882","1526","0500000US12055","Highlands County, Florida"
"514487","5129","476499","6329","1323","454","438945","6671","36231","3367","37988","3207","0500000US12057","Hillsborough County, Florida"
"55427","2857","48181","2809","79","96","45515","2652","2587","754","7246","1454","0500000US12061","Indian River County, Florida"
"128888","3114","115676","3028","682","457","107662","3141","7332","1517","13212","2003","0500000US12069","Lake County, Florida"
"261735","5295","240887","5166","2247","1031","212406","5122","26234","2875","20848","2437","0500000US12071","Lee County, Florida"
"112119","2406","106353","2464","508","307","98488","2917","7357","1438","5766","1153","0500000US12073","Leon County, Florida"
"142465","2824","129025","3064","495","319","114332","3080","14198","2203","13440","1766","0500000US12081","Manatee County, Florida"
"134239","3539","115000","3675","942","641","102327","4095","11731","2029","19239","2622","0500000US12083","Marion County, Florida"
"62976","2406","57757","2259","131","175","50875","2430","6751","1275","5219","1245","0500000US12085","Martin County, Florida"
"880766","6091","775461","6696","2662","856","651666","7388","121133","5707","105305","4707","0500000US12086","Miami-Dade County, Florida"
"30318","1827","27609","1731","0","221","25047","1723","2562","771","2709","607","0500000US12087","Monroe County, Florida"
"30547","1471","28404","1755","479","636","25874","1943","2051","1062","2143","1040","0500000US12089","Nassau County, Florida"
"76102","2334","69986","2507","526","295","62592","2695","6868","1484","6116","1338","0500000US12091","Okaloosa County, Florida"
"468515","4842","434556","5612","520","289","399576","6647","34460","3570","33959","3559","0500000US12095","Orange County, Florida"
"97569","3624","87731","3830","407","289","79788","3678","7536","1457","9838","2131","0500000US12097","Osceola County, Florida"
"536446","6570","491343","6419","2257","730","449958","6282","39128","3626","45103","2950","0500000US12099","Palm Beach County, Florida"
"195628","2957","172790","3203","1246","467","151987","3523","19557","2225","22838","2338","0500000US12101","Pasco County, Florida"
"407268","5562","364560","6722","1705","597","330444","7277","32411","3160","42708","3490","0500000US12103","Pinellas County, Florida"
"226429","3850","189454","3858","866","530","145098","3889","43490","3705","36975","2978","0500000US12105","Polk County, Florida"
"28025","1357","21796","1610","205","154","18843","1438","2748","774","6229","1160","0500000US12107","Putnam County, Florida"
"84187","2400","78429","2780","521","240","71561","2734","6347","1993","5758","1579","0500000US12109","St. Johns County, Florida"
"111617","3321","98991","3696","792","513","91071","4012","7128","1468","12626","2222","0500000US12111","St. Lucie County, Florida"
"61817","1845","59176","1823","319","304","56558","1713","2299","862","2641","614","0500000US12113","Santa Rosa County, Florida"
"176191","4327","159222","4564","577","311","146124","4773","12521","2166","16969","2119","0500000US12115","Sarasota County, Florida"
"167549","2524","158236","3124","1054","619","149197","3016","7985","1427","9313","1627","0500000US12117","Seminole County, Florida"
"51781","2926","47538","2780","481","469","43952","2939","3105","1014","4243","936","0500000US12119","Sumter County, Florida"
"214039","4010","189681","4490","1201","453","161793","4471","26687","2674","24358","2308","0500000US12127","Volusia County, Florida"
"27207","2120","23988","2110","0","221","21553","1930","2435","852","3219","1011","0500000US12131","Walton County, Florida"
"24865","971","22685","1005","157","232","20933","1076","1595","557","2180","625","0500000US13013","Barrow County, Georgia"
"36430","1317","32601","1534","47","67","30951","1450","1603","519","3829","882","0500000US13015","Bartow County, Georgia"
"57692","1763","47706","1939","102","122","41964","1944","5640","1285","9986","1292","0500000US13021","Bibb County, Georgia"
"26411","1512","23107","1491","56","79","20308","1535","2743","951","3304","818","0500000US13031","Bulloch County, Georgia"
"40516","1473","36416","1680","33","56","33012","1974","3371","950","4100","978","0500000US13045","Carroll County, Georgia"
"24743","1128","22303","1173","344","384","20716","1071","1243","537","2440","927","0500000US13047","Catoosa County, Georgia"
"110185","1840","101154","2005","255","210","93603","2514","7296","1475","9031","1279","0500000US13051","Chatham County, Georgia"
"84088","1934","79575","1973","505","498","77511","2084","1559","860","4513","1235","0500000US13057","Cherokee County, Georgia"
"47563","1363","42999","1466","133","148","37496","1925","5370","1149","4564","1062","0500000US13059","Clarke County, Georgia"
"94346","2051","88434","2284","397","257","75597","2997","12440","1981","5912","1167","0500000US13063","Clayton County, Georgia"
"277949","2711","265254","3020","1011","523","249747","3666","14496","2289","12695","1834","0500000US13067","Cobb County, Georgia"
"47513","1934","45208","2014","63","116","38371","2528","6774","2029","2305","914","0500000US13073","Columbia County, Georgia"
"50503","1202","46349","1369","187","183","43695","1479","2467","830","4154","1024","0500000US13077","Coweta County, Georgia"
"281356","3760","262790","4133","661","434","234839","5116","27290","3397","18566","2136","0500000US13089","DeKalb County, Georgia"
"34264","1537","28704","1817","0","218","24293","1970","4411","1070","5560","1022","0500000US13095","Dougherty County, Georgia"
"48901","1209","45812","1383","0","218","34206","1963","11606","2086","3089","918","0500000US13097","Douglas County, Georgia"
"40046","922","37584","1150","108","126","34987","1412","2489","873","2462","722","0500000US13113","Fayette County, Georgia"
"35411","1199","30386","1433","0","218","28054","1439","2332","661","5025","971","0500000US13115","Floyd County, Georgia"
"72208","1311","69241","1394","171","155","65828","1573","3242","925","2967","652","0500000US13117","Forsyth County, Georgia"
"396184","4547","367120","4565","344","378","337180","5245","29596","3300","29064","2625","0500000US13121","Fulton County, Georgia"
"31757","2289","27314","2165","32","53","25184","2120","2098","793","4443","1093","0500000US13127","Glynn County, Georgia"
"290405","2752","277786","3258","729","367","253878","4448","23179","3205","12619","2161","0500000US13135","Gwinnett County, Georgia"
"62038","1709","55953","1989","96","118","51665","2025","4192","1014","6085","1115","0500000US13139","Hall County, Georgia"
"74473","1560","71429","1937","97","159","66411","2363","4921","1418","3044","1012","0500000US13151","Henry County, Georgia"
"55901","1389","51573","1624","153","180","45390","2524","6030","1877","4328","992","0500000US13153","Houston County, Georgia"
"22952","1001","21723","1057","24","43","19094","1166","2605","811","1229","465","0500000US13179","Liberty County, Georgia"
"40835","1341","34900","1637","90","90","29931","1857","4879","1348","5935","1023","0500000US13185","Lowndes County, Georgia"
"73051","2017","63060","2311","33","54","56493","2466","6534","1272","9991","1266","0500000US13215","Muscogee County, Georgia"
"35825","1090","32344","1327","0","218","28216","1741","4128","1200","3481","1024","0500000US13217","Newton County, Georgia"
"53249","1006","50577","1327","0","218","45961","1830","4616","1472","2672","809","0500000US13223","Paulding County, Georgia"
"75909","2070","65151","2388","255","266","56393","2759","8503","1810","10758","1383","0500000US13245","Richmond County, Georgia"
"30381","1165","28593","1532","0","218","22462","1728","6131","1577","1788","744","0500000US13247","Rockdale County, Georgia"
"24493","1292","20301","1433","56","93","17248","1489","2997","813","4192","1111","0500000US13285","Troup County, Georgia"
"25110","1422","22003","1389","220","196","18962","1434","2821","935","3107","760","0500000US13295","Walker County, Georgia"
"30715","1037","27709","1397","176","159","24219","1486","3314","1097","3006","815","0500000US13297","Walton County, Georgia"
"35858","1376","30589","1781","245","215","28098","1627","2246","841","5269","1207","0500000US13313","Whitfield County, Georgia"
"69818","1668","61869","1863","270","300","52118","2258","9481","1468","7949","1518","0500000US15001","Hawaii County, Hawaii"
"309169","3715","283107","4198","551","240","261891","4285","20665","2328","26062","2215","0500000US15003","Honolulu County, Hawaii"
"23214","1021","20706","1362","592","401","18643","1364","1471","457","2508","732","0500000US15007","Kauai County, Hawaii"
"53612","1945","49407","1985","13","22","44546","2106","4848","1232","4205","892","0500000US15009","Maui County, Hawaii"
"167026","2212","147944","3601","713","526","124491","4255","22740","3278","19082","3065","0500000US16001","Ada County, Idaho"
"30106","1132","27375","1307","114","108","25715","1305","1546","630","2731","737","0500000US16005","Bannock County, Idaho"
"38464","1040","36464","1125","189","155","34383","1318","1892","624","2000","665","0500000US16019","Bonneville County, Idaho"
"69859","1249","64314","1508","448","276","57773","1826","6093","1529","5545","1127","0500000US16027","Canyon County, Idaho"
"58875","1834","53344","2131","177","170","48569","2313","4598","1274","5531","1394","0500000US16055","Kootenai County, Idaho"
"30119","865","27330","1080","0","198","25749","1198","1581","493","2789","825","0500000US16083","Twin Falls County, Idaho"
"27414","734","23338","1035","67","107","20908","1240","2363","885","4076","809","0500000US17001","Adams County, Illinois"
"81856","2468","75633","2796","263","207","66274","2732","9096","1524","6223","1563","0500000US17019","Champaign County, Illinois"
"1963973","8769","1744191","8028","6830","1152","1567983","9831","169378","6946","219782","6290","0500000US17031","Cook County, Illinois"
"36690","1355","34333","1546","109","102","32202","1498","2022","791","2357","554","0500000US17037","DeKalb County, Illinois"
"341320","2393","316750","3182","559","310","304682","3267","11509","1523","24570","1909","0500000US17043","DuPage County, Illinois"
"175360","2537","162948","3116","810","434","150843","3331","11295","2004","12412","1883","0500000US17089","Kane County, Illinois"
"39314","1235","34776","1316","11","18","30912","1517","3853","892","4538","698","0500000US17091","Kankakee County, Illinois"
"40752","620","39247","947","86","91","37350","1371","1811","969","1505","745","0500000US17093","Kendall County, Illinois"
"244390","2370","228528","2747","714","283","216417","2960","11397","1552","15862","1755","0500000US17097","Lake County, Illinois"
"44753","1080","38088","1738","269","179","35615","1816","2204","699","6665","1292","0500000US17099","LaSalle County, Illinois"
"110717","1470","104585","1780","568","354","101364","1742","2653","803","6132","1174","0500000US17111","McHenry County, Illinois"
"65644","1378","61178","1606","213","154","54384","1988","6581","1396","4466","825","0500000US17113","McLean County, Illinois"
"44002","1353","37601","1478","188","176","34935","1520","2478","667","6401","987","0500000US17115","Macon County, Illinois"
"105465","2808","94404","2887","655","379","86807","2953","6942","1230","11061","1284","0500000US17119","Madison County, Illinois"
"73209","1808","63487","1874","714","379","55711","1936","7062","1151","9722","1270","0500000US17143","Peoria County, Illinois"
"60206","1162","53756","1346","186","142","49000","1827","4570","1033","6450","974","0500000US17161","Rock Island County, Illinois"
"104782","2295","90927","2630","444","270","78076","2802","12407","2033","13855","1755","0500000US17163","St. Clair County, Illinois"
"82959","1528","72963","1680","399","208","66769","1970","5795","1370","9996","1159","0500000US17167","Sangamon County, Illinois"
"56051","919","48720","1450","272","226","45907","1573","2541","764","7331","1279","0500000US17179","Tazewell County, Illinois"
"31928","1221","26401","1143","231","210","24020","1309","2150","558","5527","812","0500000US17183","Vermilion County, Illinois"
"228068","2414","212485","2572","883","490","201588","3060","10014","1521","15583","1413","0500000US17197","Will County, Illinois"
"26761","1084","21775","1166","223","162","19855","1390","1697","763","4986","958","0500000US17199","Williamson County, Illinois"
"114996","1992","101379","2233","572","261","93062","2464","7745","1318","13617","1598","0500000US17201","Winnebago County, Illinois"
"142762","2009","128914","2391","395","213","118645","2764","9874","1257","13848","1768","0500000US18003","Allen County, Indiana"
"31626","953","28059","1239","66","83","24928","1418","3065","1010","3567","741","0500000US18005","Bartholomew County, Indiana"
"42498","1548","37489","1709","49","85","33615","1785","3825","1117","5009","896","0500000US18019","Clark County, Indiana"
"46720","1458","40610","1649","241","200","35711","1929","4658","1119","6110","976","0500000US18035","Delaware County, Indiana"
"72487","1467","61414","2052","602","293","54548","2236","6264","1294","11073","1467","0500000US18039","Elkhart County, Indiana"
"29199","967","25236","1174","121","143","22337","1347","2778","828","3963","757","0500000US18043","Floyd County, Indiana"
"26528","1025","22261","1253","333","194","17001","1265","4927","1127","4267","859","0500000US18053","Grant County, Indiana"
"118521","1707","114630","1791","376","271","110724","2226","3530","1241","3891","1086","0500000US18057","Hamilton County, Indiana"
"27968","810","25244","1147","165","207","22709","1319","2370","1074","2724","824","0500000US18059","Hancock County, Indiana"
"58677","1238","55372","1415","311","233","50434","1990","4627","1391","3305","808","0500000US18063","Hendricks County, Indiana"
"34195","1167","30358","1258","268","208","27148","1263","2942","788","3837","856","0500000US18067","Howard County, Indiana"
"54542","1630","50081","2194","468","324","45582","2399","4031","1302","4461","1303","0500000US18081","Johnson County, Indiana"
"30494","1012","26817","1341","188","137","23684","1387","2945","720","3677","900","0500000US18085","Kosciusko County, Indiana"
"185575","2341","159716","2824","1204","549","145159","3288","13353","1586","25859","1805","0500000US18089","Lake County, Indiana"
"42074","1553","37485","1833","141","146","33752","2065","3592","918","4589","1019","0500000US18091","LaPorte County, Indiana"
"50964","1484","43629","1530","288","246","39451","1526","3890","864","7335","1075","0500000US18095","Madison County, Indiana"
"368349","3531","319454","4888","686","300","288249","5370","30519","3025","48895","3152","0500000US18097","Marion County, Indiana"
"54513","1571","51179","1898","324","272","45264","1902","5591","1234","3334","862","0500000US18105","Monroe County, Indiana"
"25881","941","24221","1035","194","184","21644","1364","2383","892","1660","603","0500000US18109","Morgan County, Indiana"
"62986","1607","57842","1901","278","212","52537","2337","5027","1002","5144","1008","0500000US18127","Porter County, Indiana"
"97071","2206","79869","2776","493","248","71535","2911","7841","1417","17202","1934","0500000US18141","St. Joseph County, Indiana"
"68405","1780","63564","2155","145","200","57548","2141","5871","1191","4841","1048","0500000US18157","Tippecanoe County, Indiana"
"74968","1879","65693","2449","65","93","57601","2445","8027","1640","9275","1503","0500000US18163","Vanderburgh County, Indiana"
"40328","1505","35108","1603","424","281","32228","1698","2456","769","5220","887","0500000US18167","Vigo County, Indiana"
"26538","1149","22461","1333","294","261","18359","1462","3808","792","4077","930","0500000US18177","Wayne County, Indiana"
"52479","1390","46091","1533","300","208","41451","1616","4340","919","6388","856","0500000US19013","Black Hawk County, Iowa"
"33180","729","31453","891","103","109","29311","1235","2039","872","1727","522","0500000US19049","Dallas County, Iowa"
"37710","1062","33597","1188","286","199","31063","1313","2248","659","4113","660","0500000US19061","Dubuque County, Iowa"
"57217","1936","54013","2090","192","216","50535","2040","3286","803","3204","826","0500000US19103","Johnson County, Iowa"
"89173","2138","80996","2491","523","270","73169","2685","7304","1713","8177","1275","0500000US19113","Linn County, Iowa"
"182537","2636","169072","2851","1265","401","154574","2733","13233","1690","13465","1505","0500000US19153","Polk County, Iowa"
"36094","1075","31358","1333","246","146","27581","1528","3531","944","4736","751","0500000US19155","Pottawattamie County, Iowa"
"66527","1677","55708","1837","581","320","50419","1875","4708","1020","10819","1405","0500000US19163","Scott County, Iowa"
"37350","985","35362","1110","190","155","28303","1526","6869","1392","1988","583","0500000US19169","Story County, Iowa"
"38637","1218","34458","1548","353","270","29057","1591","5048","1297","4179","872","0500000US19193","Woodbury County, Iowa"
