"B28003_001E","B28003_001M","B28003_002E","B28003_002M","B28003_003E","B28003_003M","B28003_004E","B28003_004M","B28003_005E","B28003_005M","B28003_006E","B28003_006M","GEO_ID","NAME"
"71507","870","60229","1166","163","68","53612","1079","6454","627","11278","689","0500000US01125","Tuscaloosa County, Alabama"
"25143","575","19370","626","244","105","15579","628","3547","338","5773","466","0500000US01127","Walker County, Alabama"
"6001","280","4462","296","38","38","3206","275","1218","199","1539","220","0500000US01129","Washington County, Alabama"
"3841","165","2319","193","151","77","1594","158","574","117","1522","196","0500000US01131","Wilcox County, Alabama"
"9439","351","6846","396","119","52","5214","366","1513","239","2593","294","0500000US01133","Winston County, Alabama"
"812","148","693","135","0","9","551","114","142","37","119","26","0500000US02013","Aleutians East Borough, Alaska"
"1218","156","1118","162","2","3","900","141","216","36","100","20","0500000US02016","Aleutians West Census Area, Alaska"
"106012","864","100312","912","413","127","92255","987","7644","583","5700","478","0500000US02020","Anchorage Municipality, Alaska"
"4524","121","3708","127","1","3","3165","120","542","70","816","84","0500000US02050","Bethel Census Area, Alaska"
"358","37","327","34","7","5","291","32","29","10","31","13","0500000US02060","Bristol Bay Borough, Alaska"
"678","210","644","194","0","9","603","183","41","22","34","25","0500000US02068","Denali Borough, Alaska"
"1405","77","1146","77","2","3","1008","76","136","23","259","36","0500000US02070","Dillingham Census Area, Alaska"
"36396","698","34149","809","231","112","29744","827","4174","524","2247","355","0500000US02090","Fairbanks North Star Borough, Alaska"
"1087","101","1016","104","19","20","839","109","158","92","71","37","0500000US02100","Haines Borough, Alaska"
"802","72","670","64","2","2","578","61","90","23","132","29","0500000US02105","Hoonah-Angoon Census Area, Alaska"
"12273","224","11600","254","76","55","10713","286","811","178","673","163","0500000US02110","Juneau City and Borough, Alaska"
"21779","421","19472","442","337","104","16367","473","2768","315","2307","285","0500000US02122","Kenai Peninsula Borough, Alaska"
"5270","115","4807","132","26","20","4255","139","526","77","463","73","0500000US02130","Ketchikan Gateway Borough, Alaska"
"4538","146","4084","187","5","5","3727","190","352","107","454","107","0500000US02150","Kodiak Island Borough, Alaska"
"1752","67","1340","60","0","12","1011","57","329","40","412","51","0500000US02158","Kusilvak Census Area, Alaska"
"408","104","338","90","1","2","245","65","92","37","70","26","0500000US02164","Lake and Peninsula Borough, Alaska"
"30613","290","28582","320","190","55","26020","314","2372","215","2031","155","0500000US02170","Matanuska-Susitna Borough, Alaska"
"2897","87","2477","91","2","3","1948","91","527","54","420","37","0500000US02180","Nome Census Area, Alaska"
"2041","180","1723","204","10","12","1382","183","331","67","318","65","0500000US02185","North Slope Borough, Alaska"
"1849","79","1478","81","0","12","1223","77","255","37","371","39","0500000US02188","Northwest Arctic Borough, Alaska"
"1255","99","1131","93","4","4","953","100","174","51","124","33","0500000US02195","Petersburg Borough, Alaska"
"2315","80","1993","83","5","5","1570","74","418","57","322","43","0500000US02198","Prince of Wales-Hyder Census Area, Alaska"
"3545","132","3265","138","17","17","2844","132","404","85","280","70","0500000US02220","Sitka City and Borough, Alaska"
"423","42","407","41","1","3","352","40","54","16","16","8","0500000US02230","Skagway Municipality, Alaska"
"2139","123","1897","111","11","11","1603","111","283","72","242","57","0500000US02240","Southeast Fairbanks Census Area, Alaska"
"2849","133","2630","145","48","49","2267","179","315","114","219","74","0500000US02261","Valdez-Cordova Census Area, Alaska"
"1084","69","916","60","10","9","807","61","99","35","168","46","0500000US02275","Wrangell City and Borough, Alaska"
"255","28","227","24","3","5","177","24","47","19","28","12","0500000US02282","Yakutat City and Borough, Alaska"
"1959","81","1275","80","4","4","852","72","419","43","684","42","0500000US02290","Yukon-Koyukuk Census Area, Alaska"
"19530","415","10703","355","183","62","7374","347","3146","215","8827","285","0500000US04001","Apache County, Arizona"
"49160","859","41975","947","262","74","37198","942","4515","433","7185","538","0500000US04003","Cochise County, Arizona"
"47588","806","41660","891","245","72","35580","916","5835","466","5928","419","0500000US04005","Coconino County, Arizona"
"21585","591","17067","575","155","87","13042","532","3870","372","4518","393","0500000US04007","Gila County, Arizona"
"10976","368","9213","408","31","27","7615","410","1567","247","1763","231","0500000US04009","Graham County, Arizona"
"3364","136","2968","155","0","17","2544","161","424","94","396","87","0500000US04011","Greenlee County, Arizona"
"8798","509","6483","505","93","54","5074","403","1316","300","2315","418","0500000US04012","La Paz County, Arizona"
"1489533","4577","1338280","5607","6375","480","1210358","6186","121547","2403","151253","2719","0500000US04013","Maricopa County, Arizona"
"83902","1125","71132","1330","751","179","63345","1298","7036","544","12770","771","0500000US04015","Mohave County, Arizona"
"34251","688","25125","627","245","81","20098","653","4782","392","9126","476","0500000US04017","Navajo County, Arizona"
"398530","1970","356500","2229","2359","232","319303","2492","34838","1309","42030","1199","0500000US04019","Pima County, Arizona"
"133513","1518","115418","1679","713","167","102296","1731","12409","983","18095","973","0500000US04021","Pinal County, Arizona"
"15568","372","12416","431","125","72","10444","500","1847","360","3152","318","0500000US04023","Santa Cruz County, Arizona"
"94343","959","83353","1144","729","159","73367","1195","9257","805","10990","708","0500000US04025","Yavapai County, Arizona"
"71670","818","58026","925","569","174","52026","1015","5431","522","13644","696","0500000US04027","Yuma County, Arizona"
"7692","230","6093","233","45","28","4577","244","1471","170","1599","188","0500000US05001","Arkansas County, Arkansas"
"8182","341","6180","324","50","27","4795","329","1335","240","2002","268","0500000US05003","Ashley County, Arkansas"
"18398","408","14957","483","300","97","12556","526","2101","331","3441","384","0500000US05005","Baxter County, Arkansas"
"90906","757","82043","957","336","111","53920","1429","27787","1400","8863","676","0500000US05007","Benton County, Arkansas"
"14887","353","12239","364","134","72","10914","402","1191","230","2648","287","0500000US05009","Boone County, Arkansas"
"4566","191","3306","242","21","23","2504","224","781","127","1260","160","0500000US05011","Bradley County, Arkansas"
"2061","125","1510","146","51","45","1081","146","378","83","551","109","0500000US05013","Calhoun County, Arkansas"
"10832","368","8713","410","191","99","6711","471","1811","314","2119","278","0500000US05015","Carroll County, Arkansas"
"4323","182","3070","210","40","27","2398","203","632","131","1253","156","0500000US05017","Chicot County, Arkansas"
"8820","280","6752","364","35","27","5413","361","1304","240","2068","238","0500000US05019","Clark County, Arkansas"
"6428","204","4709","212","22","15","3768","221","919","150","1719","195","0500000US05021","Clay County, Arkansas"
"10646","287","8441","312","86","70","7070","300","1285","194","2205","250","0500000US05023","Cleburne County, Arkansas"
"3292","163","2587","146","59","38","1735","187","793","135","705","106","0500000US05025","Cleveland County, Arkansas"
"9337","383","6800","370","73","56","5350","335","1377","253","2537","304","0500000US05027","Columbia County, Arkansas"
"8185","236","6073","299","86","56","4357","311","1630","209","2112","254","0500000US05029","Conway County, Arkansas"
"39838","583","34914","680","66","56","30744","792","4104","443","4924","449","0500000US05031","Craighead County, Arkansas"
"23870","437","19516","507","278","149","16151","493","3087","388","4354","429","0500000US05033","Crawford County, Arkansas"
"18659","314","14559","382","67","36","12398","378","2094","281","4100","297","0500000US05035","Crittenden County, Arkansas"
"6726","194","4921","240","31","23","4136","265","754","159","1805","222","0500000US05037","Cross County, Arkansas"
"3144","200","2275","205","21","18","1642","179","612","153","869","138","0500000US05039","Dallas County, Arkansas"
"5230","183","3822","216","61","44","2366","208","1395","206","1408","190","0500000US05041","Desha County, Arkansas"
"7038","325","5510","341","94","70","4401","349","1015","207","1528","206","0500000US05043","Drew County, Arkansas"
"43835","551","38638","615","337","138","32452","788","5849","559","5197","475","0500000US05045","Faulkner County, Arkansas"
"6862","206","4942","276","114","55","3620","282","1208","205","1920","228","0500000US05047","Franklin County, Arkansas"
"5117","233","4181","265","0","18","3093","244","1088","183","936","148","0500000US05049","Fulton County, Arkansas"
"40062","745","33790","854","388","112","28916","940","4486","442","6272","547","0500000US05051","Garland County, Arkansas"
"6851","216","5962","253","57","48","4668","293","1237","214","889","178","0500000US05053","Grant County, Arkansas"
"16821","350","14206","414","65","40","12008","466","2133","291","2615","330","0500000US05055","Greene County, Arkansas"
"7930","364","5811","383","70","51","4803","364","938","194","2119","298","0500000US05057","Hempstead County, Arkansas"
"12291","383","9938","405","195","104","7580","442","2163","350","2353","271","0500000US05059","Hot Spring County, Arkansas"
"5042","234","3884","255","31","26","3019","245","834","177","1158","137","0500000US05061","Howard County, Arkansas"
"14288","414","11493","444","208","94","8894","501","2391","328","2795","311","0500000US05063","Independence County, Arkansas"
"5189","222","4243","241","72","31","2942","252","1229","177","946","134","0500000US05065","Izard County, Arkansas"
"6179","275","4365","280","39","30","3480","268","846","170","1814","186","0500000US05067","Jackson County, Arkansas"
"27377","607","21639","597","208","102","14610","601","6821","542","5738","424","0500000US05069","Jefferson County, Arkansas"
"9900","265","7463","264","60","37","5769","270","1634","257","2437","236","0500000US05071","Johnson County, Arkansas"
"2860","141","1833","139","44","36","1404","133","385","80","1027","118","0500000US05073","Lafayette County, Arkansas"
"6584","193","4911","219","48","39","3849","222","1014","171","1673","161","0500000US05075","Lawrence County, Arkansas"
"3541","167","2369","174","41","35","1579","202","749","153","1172","143","0500000US05077","Lee County, Arkansas"
"3928","377","2859","344","22","24","2169","283","668","143","1069","185","0500000US05079","Lincoln County, Arkansas"
"5300","248","4151","288","112","73","3232","271","807","217","1149","198","0500000US05081","Little River County, Arkansas"
"8269","280","6560","291","80","44","5387","335","1093","192","1709","196","0500000US05083","Logan County, Arkansas"
"26281","458","22562","505","158","78","19413","536","2991","353","3719","375","0500000US05085","Lonoke County, Arkansas"
"6190","232","4618","225","136","69","3542","209","940","161","1572","219","0500000US05087","Madison County, Arkansas"
"6663","289","5371","294","48","28","4611","283","712","141","1292","170","0500000US05089","Marion County, Arkansas"
"17020","357","14097","429","183","98","11817","432","2097","268","2923","295","0500000US05091","Miller County, Arkansas"
"17238","404","13421","437","71","47","10301","464","3049","315","3817","371","0500000US05093","Mississippi County, Arkansas"
"3328","171","2225","196","25","24","1534","155","666","125","1103","155","0500000US05095","Monroe County, Arkansas"
"3855","170","2764","203","29","24","2171","208","564","107","1091","146","0500000US05097","Montgomery County, Arkansas"
"3452","213","2199","216","105","71","1612","225","482","140","1253","210","0500000US05099","Nevada County, Arkansas"
"3152","194","2262","201","86","52","1723","201","453","115","890","135","0500000US05101","Newton County, Arkansas"
"10016","429","6645","425","127","82","5284","383","1234","223","3371","376","0500000US05103","Ouachita County, Arkansas"
"3692","193","2926","199","38","33","2286","211","602","136","766","147","0500000US05105","Perry County, Arkansas"
"7823","316","5374","314","22","21","4308","336","1044","184","2449","283","0500000US05107","Phillips County, Arkansas"
"4313","187","3222","208","38","35","2472","186","712","128","1091","139","0500000US05109","Pike County, Arkansas"
"9483","214","7275","295","53","37","6092","294","1130","158","2208","217","0500000US05111","Poinsett County, Arkansas"
"8058","272","6231","304","137","70","4740","284","1354","260","1827","216","0500000US05113","Polk County, Arkansas"
"23147","449","19259","582","203","104","15644","557","3412","419","3888","447","0500000US05115","Pope County, Arkansas"
"3920","128","2841","158","23","17","1898","166","920","145","1079","129","0500000US05117","Prairie County, Arkansas"
"155435","1339","130910","1571","935","205","112050","1654","17925","1028","24525","1126","0500000US05119","Pulaski County, Arkansas"
"7339","231","5458","282","98","55","4444","285","916","192","1881","234","0500000US05121","Randolph County, Arkansas"
"9325","302","6363","317","54","38","4437","416","1872","268","2962","277","0500000US05123","St. Francis County, Arkansas"
"43314","497","38002","604","217","96","33342","669","4443","442","5312","414","0500000US05125","Saline County, Arkansas"
"3972","216","2895","247","32","34","2069","239","794","183","1077","197","0500000US05127","Scott County, Arkansas"
"3336","163","2429","169","98","59","1747","184","584","113","907","127","0500000US05129","Searcy County, Arkansas"
"50301","627","40491","819","180","78","34301","908","6010","583","9810","690","0500000US05131","Sebastian County, Arkansas"
"5984","195","4625","224","53","45","3898","256","674","154","1359","236","0500000US05133","Sevier County, Arkansas"
"7296","333","5570","301","40","27","4235","249","1295","259","1726","214","0500000US05135","Sharp County, Arkansas"
"4910","280","3686","294","84","65","2463","264","1139","221","1224","245","0500000US05137","Stone County, Arkansas"
"16189","413","11560","481","58","44","9560","489","1942","350","4629","356","0500000US05139","Union County, Arkansas"
"6867","249","5264","303","100","45","3971","263","1193","200","1603","192","0500000US05141","Van Buren County, Arkansas"
"84460","792","75835","957","443","214","63335","1245","12057","942","8625","583","0500000US05143","Washington County, Arkansas"
"29217","543","24225","553","157","81","20178","533","3890","422","4992","406","0500000US05145","White County, Arkansas"
"2874","172","1756","157","14","17","1453","164","289","68","1118","136","0500000US05147","Woodruff County, Arkansas"
"7555","267","5511","320","69","50","4574","268","868","185","2044","263","0500000US05149","Yell County, Arkansas"
"569070","1516","526319","1735","2110","252","485617","2233","38592","1429","42751","1124","0500000US06001","Alameda County, California"
"304","57","278","58","0","12","266","57","12","12","26","17","0500000US06003","Alpine County, California"
"14185","362","12315","398","141","71","11173","405","1001","216","1870","289","0500000US06005","Amador County, California"
"86167","856","76885","865","745","152","69327","932","6813","520","9282","559","0500000US06007","Butte County, California"
"17812","489","15019","508","487","174","13278","538","1254","232","2793","420","0500000US06009","Calaveras County, California"
"7047","174","5799","215","65","36","5222","233","512","140","1248","191","0500000US06011","Colusa County, California"
"389597","1368","363986","1660","1525","272","341991","1941","20470","1031","25611","967","0500000US06013","Contra Costa County, California"
"9683","318","8234","341","36","29","7042","378","1156","224","1449","261","0500000US06015","Del Norte County, California"
"68084","749","62627","724","629","165","56699","831","5299","481","5457","507","0500000US06017","El Dorado County, California"
"301824","1180","257509","1554","2158","279","223625","1895","31726","1195","44315","1213","0500000US06019","Fresno County, California"
"9936","238","8013","296","80","52","6342","320","1591","281","1923","252","0500000US06021","Glenn County, California"
"53966","755","47750","768","349","128","42606","769","4795","474","6216","477","0500000US06023","Humboldt County, California"
"45198","731","37310","885","275","101","31252","853","5783","543","7888","563","0500000US06025","Imperial County, California"
"8026","218","7013","249","29","18","6053","260","931","178","1013","153","0500000US06027","Inyo County, California"
"264993","1465","219896","1659","1878","283","194111","1745","23907","1223","45097","1433","0500000US06029","Kern County, California"
"42349","476","36207","594","235","101","31027","647","4945","480","6142","449","0500000US06031","Kings County, California"
"26327","607","21403","652","223","80","18410","647","2770","369","4924","437","0500000US06033","Lake County, California"
"9441","341","7775","373","147","58","6845","353","783","164","1666","249","0500000US06035","Lassen County, California"
"3295198","5018","2923682","7699","15974","760","2615882","9212","291826","4467","371516","4496","0500000US06037","Los Angeles County, California"
"44458","588","37454","759","301","128","31652","806","5501","623","7004","488","0500000US06039","Madera County, California"
"104846","794","97630","871","369","121","92846","998","4415","512","7216","712","0500000US06041","Marin County, California"
"7434","366","6160","321","162","71","5251","307","747","154","1274","219","0500000US06043","Mariposa County, California"
"34182","589","28826","747","625","212","25031","720","3170","331","5356","484","0500000US06045","Mendocino County, California"
"79261","562","68763","745","680","180","58966","911","9117","605","10498","599","0500000US06047","Merced County, California"
"3638","220","2743","227","10","16","2442","201","291","95","895","160","0500000US06049","Modoc County, California"
"4899","445","4338","397","149","102","3525","381","664","215","561","181","0500000US06051","Mono County, California"
"125939","761","107713","1126","705","160","97876","1161","9132","537","18226","713","0500000US06053","Monterey County, California"
"49044","524","45107","624","263","70","41833","651","3011","316","3937","382","0500000US06055","Napa County, California"
"40386","668","36326","737","454","136","33043","727","2829","370","4060","359","0500000US06057","Nevada County, California"
"1024976","2063","957540","2711","5583","494","895737","3017","56220","1756","67436","1778","0500000US06059","Orange County, California"
"138564","758","129125","914","803","199","120135","1091","8187","572","9439","587","0500000US06061","Placer County, California"
"8287","349","6849","386","141","73","5796","354","912","184","1438","260","0500000US06063","Plumas County, California"
"711724","2199","641948","2804","3792","429","583612","3070","54544","1517","69776","1489","0500000US06065","Riverside County, California"
"532050","1445","488003","1872","2693","324","438491","2276","46819","1213","44047","1326","0500000US06067","Sacramento County, California"
"17440","175","16230","228","96","39","15070","257","1064","194","1210","175","0500000US06069","San Benito County, California"
"623642","2348","557032","2846","2787","367","490914","3219","63331","1942","66610","1737","0500000US06071","San Bernardino County, California"
"1111739","2983","1030723","3291","3799","374","962033","3938","64891","2136","81016","1903","0500000US06073","San Diego County, California"
"358772","1742","325603","1965","1432","245","301600","2054","22571","1085","33169","1178","0500000US06075","San Francisco County, California"
"223808","1054","193348","1453","1702","292","172109","1439","19537","908","30460","1035","0500000US06077","San Joaquin County, California"
"105044","886","96436","1004","851","204","88910","1034","6675","694","8608","712","0500000US06079","San Luis Obispo County, California"
"261796","1009","245268","1081","919","156","230217","1254","14132","884","16528","722","0500000US06081","San Mateo County, California"
"144015","864","128819","1026","1061","205","117841","1109","9917","669","15196","731","0500000US06083","Santa Barbara County, California"
"630451","1707","595362","2110","2665","329","561340","2476","31357","1237","35089","1313","0500000US06085","Santa Clara County, California"
"95536","702","86839","847","415","129","80737","968","5687","593","8697","543","0500000US06087","Santa Cruz County, California"
"70486","734","60324","867","616","116","52888","865","6820","560","10162","618","0500000US06089","Shasta County, California"
"1208","156","916","163","4","6","833","163","79","46","292","106","0500000US06091","Sierra County, California"
"19018","362","15819","407","268","74","14121","381","1430","170","3199","262","0500000US06093","Siskiyou County, California"
"147352","738","134918","941","583","157","126246","1006","8089","687","12434","797","0500000US06095","Solano County, California"
"190058","1004","174535","1090","1248","219","160697","1170","12590","735","15523","868","0500000US06097","Sonoma County, California"
"171324","939","149824","1191","874","174","134645","1260","14305","850","21500","939","0500000US06099","Stanislaus County, California"
"32188","390","28068","479","167","61","25164","540","2737","329","4120","350","0500000US06101","Sutter County, California"
"23712","493","19494","591","247","61","16417","560","2830","452","4218","406","0500000US06103","Tehama County, California"
"5462","241","4454","270","93","60","3477","269","884","195","1008","171","0500000US06105","Trinity County, California"
"135144","801","109380","1085","1023","223","92431","1095","15926","830","25764","1009","0500000US06107","Tulare County, California"
"22267","535","19230","568","254","98","16826","590","2150","329","3037","375","0500000US06109","Tuolumne County, California"
"270046","1040","245509","1422","852","199","228466","1663","16191","919","24537","1028","0500000US06111","Ventura County, California"
"72845","576","66653","712","404","161","60555","786","5694","487","6192","508","0500000US06113","Yolo County, California"
"25880","472","23164","549","151","90","20608","543","2405","356","2716","342","0500000US06115","Yuba County, California"
"162508","673","148153","1101","925","160","129002","1392","18226","1071","14355","963","0500000US08001","Adams County, Colorado"
"6049","246","4929","253","73","59","4010","255","846","184","1120","171","0500000US08003","Alamosa County, Colorado"
"235263","1016","221108","1191","1765","253","202360","1544","16983","852","14155","695","0500000US08005","Arapahoe County, Colorado"
"5553","254","4971","267","63","38","4379","265","529","154","582","120","0500000US08007","Archuleta County, Colorado"
"1603","83","1300","83","6","5","1105","80","189","44","303","49","0500000US08009","Baca County, Colorado"
"1760","196","1406","167","25","18","1238","162","143","43","354","75","0500000US08011","Bent County, Colorado"
"125026","746","119188","837","495","127","110336","1027","8357","641","5838","470","0500000US08013","Boulder County, Colorado"
"25938","262","24915","269","90","35","23585","359","1240","258","1023","180","0500000US08014","Broomfield County, Colorado"
"7900","344","7023","330","69","51","6329","352","625","165","877","180","0500000US08015","Chaffee County, Colorado"
"776","73","646","64","9","7","584","62","53","21","130","35","0500000US08017","Cheyenne County, Colorado"
"4374","236","4076","232","66","50","3542","215","468","156","298","94","0500000US08019","Clear Creek County, Colorado"
"2992","112","2066","126","38","22","1804","128","224","61","926","117","0500000US08021","Conejos County, Colorado"
"1568","124","970","114","17","18","805","113","148","51","598","93","0500000US08023","Costilla County, Colorado"
"1215","142","1029","138","20","13","921","125","88","38","186","48","0500000US08025","Crowley County, Colorado"
"2093","145","1865","167","10","9","1584","159","271","114","228","86","0500000US08027","Custer County, Colorado"
"12119","335","9966","415","179","78","8436","407","1351","235","2153","296","0500000US08029","Delta County, Colorado"
"287262","1398","259036","1704","1462","265","232171","1791","25403","1186","28226","1193","0500000US08031","Denver County, Colorado"
"707","72","570","63","24","16","451","76","95","41","137","41","0500000US08033","Dolores County, Colorado"
"113799","552","111260","641","431","104","107411","654","3418","378","2539","324","0500000US08035","Douglas County, Colorado"
"17765","521","16956","549","128","107","15389","578","1439","307","809","241","0500000US08037","Eagle County, Colorado"
"8866","119","8386","156","55","32","7791","208","540","127","480","111","0500000US08039","Elbert County, Colorado"
"249745","1085","232680","1337","1501","227","218159","1469","13020","742","17065","805","0500000US08041","El Paso County, Colorado"
"16762","534","14346","485","212","110","12622","471","1512","228","2416","301","0500000US08043","Fremont County, Colorado"
"21055","434","19475","468","277","122","17209","533","1989","375","1580","285","0500000US08045","Garfield County, Colorado"
"2603","200","2419","211","17","21","2104","193","298","117","184","100","0500000US08047","Gilpin County, Colorado"
"5724","439","5152","461","5","7","4922","436","225","95","572","160","0500000US08049","Grand County, Colorado"
"6495","319","5956","326","93","61","5170","319","693","209","539","169","0500000US08051","Gunnison County, Colorado"
"368","45","330","44","3","5","250","36","77","26","38","21","0500000US08053","Hinsdale County, Colorado"
"3173","194","2445","215","94","55","1906","202","445","130","728","143","0500000US08055","Huerfano County, Colorado"
"597","60","496","58","4","5","423","57","69","28","101","37","0500000US08057","Jackson County, Colorado"
